Month,Year,Twitter,Display Name,Verified,End of Month Followers,Tweets,Total Times Retweeted,Others Retweeted,Total Times Favourited,Times Other User Mentioned
"12","2015","@AFPmedia","AFP National Media","1","8268","29","175","8","137","3"
"12","2015","@aihw","AIHW","0","7924","9","14","0","15","2"
"12","2015","@australiascreen","australianscreen","1","7902","6","5","0","5","0"
"12","2015","@BOM_SA","BOM South Australia","1","7895","125","1427","28","721","14"
"12","2015","@G20Australia","Australia G20","1","7867","0","0","0","0","0"
"12","2015","@CanberraDSN","CanberraDSN","1","7850","57","630","7","679","61"
"12","2015","@Aus_ScienceWeek","NationalScienceWeek","0","7581","145","63","106","117","41"
"12","2015","@ABARES","ABARES","1","7527","30","99","2","33","6"
"12","2015","@AusBorderForce","ABF","1","7336","55","109","3","112","15"
"12","2015","@AustraliaUN","Gillian Bird","1","7112","35","43","21","53","11"
"12","2015","@SpaceAustralia","Australian Space","1","6962","0","0","0","0","0"
"12","2015","@AusHCPak","Margaret Adamson","1","6937","1","3","0","3","3"
"12","2015","@OzDay","Australia Day","1","6714","20","480","7","182","10"
"12","2015","@arc_gov_au","ARC","1","6677","29","211","9","125","9"
"12","2015","@MoAD_Canberra","MuseumofAusDemocracy","1","6218","63","154","12","152","22"
"12","2015","@ItStopsWithMe","Racism.ItStopsWithMe","1","6190","15","34","7","22","3"
"12","2015","@ACNC_gov_au","ACNC","1","6190","133","458","50","352","46"
"12","2015","@eSafetyOffice","eSafety Office","1","6117","24","77","7","26","5"
"12","2015","@ACCCProdSafety","ACCC Product Safety","1","6013","66","286","4","30","1"
"12","2015","@CASABriefing","CASA","1","5895","21","86","1","54","9"
"12","2015","@eHealthAus","NEHTA eHealth","1","5829","46","84","2","50","4"
"12","2015","@AirservicesNews","AirservicesAustralia","1","5666","57","245","16","186","24"
"12","2015","@AusAntarctic","Antarctic Division","1","5144","119","786","10","998","20"
"12","2015","@HumanServicesAU","Human Services","1","5041","142","4","5","18","121"
"12","2015","@FSANZnews","FoodStandardsAusNZ","1","5001","48","57","6","20","25"
"12","2015","@Centrelink","Centrelink","1","4913","393","7","0","34","388"
"12","2015","@NFSAonline","NFSAonline","1","4902","60","75","6","69","38"
"12","2015","@Treasury_AU","Australian Treasury","1","4670","16","83","0","27","3"
"12","2015","@atsbinfo","ATSB","1","4661","18","114","0","46","0"
"12","2015","@CPOACT","Rudi Lammers","1","4649","22","57","4","51","10"
"12","2015","@PSInnovate","APS Innovation","1","4422","8","4","2","2","1"
"12","2015","@HealthInfoNet","HealthInfoNet","1","4419","31","13","20","3","4"
"12","2015","@ausoftheyear","AusoftheYearAwards","1","4377","56","423","16","485","42"
"12","2015","@DonateLifeToday","Donate Life Today","1","4369","22","58","4","34","3"
"12","2015","@IDPwD","IDPwD","1","4267","30","216","7","146","1"
"12","2015","@AusHouseLondon","Aus. High Commission","1","4195","83","159","49","186","19"
"12","2015","@AusUnlimited","Australia Unlimited","1","4186","23","55","9","66","13"
"12","2015","@AusAmbJP","Bruce Miller","1","4165","186","499","59","475","66"
"12","2015","@BOM_ACT","BOM ACT","1","3910","39","98","9","24","0"
"12","2015","@FamilyStudies","AIFS","1","3901","22","24","11","3","2"
"12","2015","@AICriminology","AIC","1","3878","8","7","1","7","1"
"12","2015","@BOM_Tas","BOM Tasmania","1","3867","85","270","11","212","5"
"12","2015","@anti_doping","ASADA Anti-Doping","1","3817","10","4","1","4","4"
"12","2015","@BOM_NT","BOM NT","1","3759","89","390","7","188","0"
"12","2015","@NCVER","NCVER","1","3684","75","41","3","20","8"
"12","2015","@PosolAustralia","AustralianAmbassador","1","3660","212","104","99","85","33"
"12","2015","@AustraliaUN_GVA","Australia UN Geneva","1","3621","66","25","43","16","1"
"12","2015","@Aus_Industry","AusIndustry","1","3589","0","0","0","0","0"
"12","2015","@envirogov","environment.gov.au","1","3586","28","55","9","38","16"
"12","2015","@AusAmbIsrael","Dave Sharma","1","3472","121","301","38","421","44"
"12","2015","@AusTrainAwards","Aus Training Awards","1","3370","17","10","3","9","18"
"12","2015","@GeoscienceAus","Geoscience Australia","0","3303","4","44","0","29","3"
"12","2015","@AUS_Hansard","Australian Hansard","1","3290","31","20","0","8","0"
"12","2015","@myGovau","myGov","1","3288","165","29","1","37","185"
"12","2015","@ACIARAustralia","ACIAR","1","3260","74","17","65","9","4"
"12","2015","@MD_Basin_Auth","MD Basin Authority","1","3259","61","67","19","48","15"
"12","2015","@AusHCIndia","Patrick Suckling","1","3197","62","174","27","209","6"
"12","2015","@AusDTO","AusDTO","0","3161","29","140","12","112","18"
"12","2015","@WGEAgency","WGEA","1","3091","34","76","16","44","15"
"12","2015","@questacon","Questacon","1","3025","44","22","28","39","12"
"12","2015","@DVAAus","DVA Australia","1","3008","44","103","22","72","1"
"12","2015","@ACECQA","ACECQA","1","2842","13","20","0","19","3"
"12","2015","@exportawards","Export Awards","1","2791","6","0","5","0","1"
"12","2015","@OAICgov","OAIC","1","2785","30","39","13","12","6"
"12","2015","@ACSQHC","ACSQHC","0","2765","44","111","19","35","7"
"12","2015","@HWAGovAu","HWAGovAU","1","2687","0","0","0","0","0"
"12","2015","@sherro58","John Sheridan","0","2677","70","84","1","100","40"
"12","2015","@LibrariesAust","Libraries Australia","1","2635","6","3","4","1","2"
"12","2015","@APRAinfo","APRA","1","2600","10","7","0","3","0"
"12","2015","@AusAmbUAE","Pablo Kang","1","2531","63","127","12","189","58"
"12","2015","@nca_media","NCA","1","2529","17","6","1","10","1"
"12","2015","@AusHCPNG","High Commission","1","2450","46","3","41","4","3"
"12","2015","@StudentUpdateAU","Student Update","1","2438","44","3","3","6","26"
"12","2015","@ozprodcom","Productivity Comm","1","2402","37","69","0","36","1"
"12","2015","@FamilyCourtAU","Family Court of Aust","1","2392","23","18","0","7","3"
"12","2015","@EduSecretaryAU","Lisa Paul","1","2374","4","22","0","28","3"
"12","2015","@Parks_Australia","ParksAustralia","1","2362","6","8","2","8","0"
"12","2015","@gbrmarinepark","GBR Marine Park","1","2349","128","82","92","81","13"
"12","2015","@AusAmbPH","Bill Tweddell","1","2315","39","42","8","90","19"
"12","2015","@HankJongen","Hank Jongen","1","2279","26","7","1","28","13"
"12","2015","@ANSTO","ANSTO","0","2203","34","37","7","34","17"
"12","2015","@AusGovFinance","Dept of Finance","1","2193","2","3","0","9","2"
"12","2015","@AusWIGB","Women in Global Biz","1","2140","29","26","6","29","20"
"12","2015","@EmbAustraliaBA","Noel Campbell","1","2043","50","118","6","228","37"
"12","2015","@AEMKH","EM Knowledge Hub","1","2018","0","0","0","0","0"
"12","2015","@AustradeUK","Austrade UK","1","1956","64","96","21","60","11"
"12","2015","@AusGovCTO","John Sheridan","1","1825","0","0","0","0","0"
"12","2015","@ANAO_Australia","Audit Office (ANAO)","1","1821","7","13","0","6","1"
"12","2015","@DefenceHousing","Defence Housing
","1","1816","10","5","0","13","1"
"12","2015","@AusAmbTurkey","James Larsen","1","1779","37","35","2","75","26"
"12","2015","@FamilyUpdateAU","Family Update","1","1769","17","1","2","9","10"
"12","2015","@AustradeJakarta","Austrade Indonesia","1","1752","9","1","3","3","3"
"12","2015","@AusHCMalaysia","Rod Smith","1","1745","13","11","7","7","4"
"12","2015","@aims_gov_au","AIMS","1","1709","9","113","0","74","3"
"12","2015","@PBO_AU","Australian PBO","1","1571","2","16","0","6","0"
"12","2015","@RoyalAustMint","RoyalAustralianMint","1","1545","44","26","3","54","16"
"12","2015","@datagovau","data.gov.au","1","1467","0","0","0","0","0"
"12","2015","@ANBG","ANBG","1","1459","21","2","6","7","4"
"12","2015","@AusHCCanada","Tony Negus","1","1441","48","21","41","20","2"
"12","2015","@ANZSOG","ANZSOG","1","1441","10","7","4","7","4"
"12","2015","@mindhealthc","mindhealthconnect","1","1403","20","19","7","11","4"
"12","2015","@tra_online","Tourism Research ","1","1367","4","23","1","25","0"
"12","2015","@CFCAexchange","CFCA info exchange","1","1340","33","36","19","11","4"
"12","2015","@naa_digital","naadigital","0","1294","1","0","0","1","1"
"12","2015","@relayservice","relayservice","0","1277","12","6","1","5","5"
"12","2015","@CSIROhelix","CSIROHelix","1","1270","28","12","14","5","5"
"12","2015","@theCEWH","Environmental Water","1","1270","72","15","57","10","39"
"12","2015","@AuHCSouthAfrica","Aust High Comm SA","1","1266","52","35","24","24","23"
"12","2015","@NHPAreporting","NHPA","1","1241","80","211","8","109","13"
"12","2015","@AusEmbZim","Suzanne McCourt","1","1226","26","9","15","14","4"
"12","2015","@AGSgovLawyers","AGSgovernmentLawyers","1","1139","11","2","1","1","0"
"12","2015","@comcare_gov_au","Comcare","1","1120","0","0","0","0","0"
"12","2015","@AusHCNZ","Australia in NZ","1","1092","9","4","0","3","9"
"12","2015","@CSIROSMiS","CSIRO SMiS","1","1071","19","4","12","11","8"
"12","2015","@AIFS_SVR","AIFS_SVR","1","1056","16","13","4","1","2"
"12","2015","@CSIRO_ATNF","CSIRO_ATNF","1","1038","37","0","36","0","1"
"12","2015","@NewColomboPlan","New Colombo Plan","0","1029","78","42","55","66","9"
"12","2015","@dpmc_gov_au","PM&C","1","1013","32","203","1","126","7"
"12","2015","@EmbAusBrasil","Patrick Lawless","1","982","8","16","1","24","1"
"12","2015","@CSIROevents","CSIROevents","0","976","26","35","12","33","1"
"12","2015","@PULSEatParkes","PULSE@Parkes","1","956","7","2","0","8","1"
"12","2015","@AusAmbPL","Jean Dunn","1","955","0","0","0","0","0"
"12","2015","@NLAjakarta","NLA Jakarta Office","1","926","58","18","46","9","7"
"12","2015","@OZinSG","Philip Green","1","875","0","0","0","0","0"
"12","2015","@AusAmbBKK","Paul Robilliard","1","873","71","339","17","296","48"
"12","2015","@AusDCMUSA","Caroline Millar","1","815","4","0","3","3","0"
"12","2015","@TPB_gov_au","TPB.gov.au","0","790","22","23","1","9","0"
"12","2015","@APVMA","APVMA","1","778","0","0","0","0","0"
"12","2015","@APSCnews","APSC News","1","776","8","3","1","6","0"
"12","2015","@AustCT","Aus Clinical Trials","1","772","5","5","0","10","10"
"12","2015","@AusEmbAfg","Aus in Afghanistan","1","749","22","14","2","44","15"
"12","2015","@SenateRecruit","SenateRecruit","1","728","12","1","0","1","0"
"12","2015","@AusAmbDK","Damien Miller","1","708","32","18","18","36","19"
"12","2015","@ConstableKenny","Constable Kenny","0","683","2","2","1","2","0"
"12","2015","@G20SR","Daniel Sloper","1","682","0","0","0","0","0"
"12","2015","@AusEmbIre","Australia in Ireland","1","682","15","16","8","17","10"
"12","2015","@AGDCopyright","AGD Copyright","1","658","5","2","0","0","6"
"12","2015","@NLAPandora","PANDORA web archive","1","623","18","25","0","22","19"
"12","2015","@AusEmbEU","Mark Higgie","1","606","37","13","21","30","16"
"12","2015","@AusHCCyprus","Australia In Cyprus","1","569","26","2","0","8","0"
"12","2015","@AusEmbPP","AustraliaInCambodia","1","555","13","4","4","10","4"
"12","2015","@AusAmbGHA","Oz in West Africa","1","504","34","10","14","19","9"
"12","2015","@LearnEmpServ","ES Learning Centre","1","455","0","0","0","0","0"
"12","2015","@OBPRGov","OBPR","1","398","0","0","0","0","0"
"12","2015","@AusOfficeTPE","Cathy Raper","1","346","53","14","11","31","30"
"12","2015","@AusAmbVIE","David Stuart","1","331","44","16","27","22","11"
"12","2015","@AIFS_LSAC","AIFS_LSAC","1","329","0","0","0","0","0"
"12","2015","@AusAmbUNESCO","George Mina","1","294","74","125","17","141","103"
"12","2015","@AusGovCMS","AusGovCMS","0","293","18","19","7","10","3"
"12","2015","@AusAmbDili","Peter Doyle","1","291","20","25","3","28","15"
"12","2015","@IHPAnews","IHPAnews","1","286","1","1","0","1","1"
"12","2015","@TGAgovau","TGA Australia","0","258","72","52","3","15","7"
"12","2015","@AustraliaOECD","Australia OECD","1","258","180","20","161","24","12"
"12","2015","@DFATVic","John Richardson","1","248","10","3","4","1","7"
"12","2015","@Kasparbot","Kasparov Robot","1","234","87","0","0","2","26"
"12","2015","@sosrExchange","State of the Service","0","220","6","2","0","1","3"
"12","2015","@JohnLloyd_APSC","John Lloyd","1","158","5","1","0","5","0"
"12","2015","@DFATNT","Lorenzo Strano","1","149","14","11","4","16","13"
"12","2015","@Gov_Share","GovShare","1","148","0","0","0","0","0"
"12","2015","@GeoAusLibrary","GeoscienceAusLibrary","0","115","11","0","7","1","2"
