Month,Year,Twitter,Display Name,Verified,End of Month Followers,Tweets,Total Times Retweeted,Others Retweeted,Total Times Favourited,Times Other User Mentioned
12,2014,@Australia,Australia,1,186258,134,8368,6,12758,133
12,2014,@TourismAus,Tourism Australia,1,60646,126,314,15,419,169
12,2014,@CSIROnews,CSIRO,1,33605,172,990,0,570,79
12,2014,@dfat,DFAT,1,33501,213,889,49,568,141
12,2014,@headspace_aus,headspace,1,27707,38,385,8,381,11
12,2014,@AusHumanRights,AusHumanRights,1,25322,216,914,103,409,63
12,2014,@nlagovau,National Library Aus,1,24606,273,676,115,379,163
12,2014,@auscouncilarts,Australia Council,1,24151,30,48,18,20,6
12,2014,@AMSA_News,AMSA News,1,23904,14,10,2,18,3
12,2014,@artsculturegov,AusGov Arts&Culture,1,23555,152,233,118,169,26
12,2014,@RBAInfo,RBA,1,22424,16,240,0,87,0
12,2014,@ato_gov_au,ato.gov.au,1,21691,94,225,1,61,57
12,2014,@Mike_Rann,Mike Rann,1,20756,128,132,41,155,2
12,2014,@NatGalleryAus,National Gallery ,1,20488,128,149,29,177,5
12,2014,@ABSStats,AU Bureau of Stats,1,20027,32,100,0,36,0
12,2014,@AboutTheHouse,About the House,1,20004,96,186,5,95,25
12,2014,@healthgovau,Department of Health,1,19692,74,350,3,129,20
12,2014,@ScreenAustralia,Screen Australia,1,19042,45,116,24,86,22
12,2014,@ABSCensus,Census Australia,1,18538,46,398,0,203,2
12,2014,@Ausport,Australian Sport,1,17030,102,286,45,261,116
12,2014,@business_gov_au,business.gov.au,1,16977,55,119,15,53,4
12,2014,@AuSenate,Australian Senate,1,15492,112,604,10,189,52
12,2014,@nhmrc,NHMRC,1,14125,14,111,0,38,16
12,2014,@AusAmbUSA,Kim Beazley,1,13909,89,127,65,131,20
12,2014,@AustralianArmy,The Australian Army,1,13757,1,0,1,0,0
12,2014,@Australian_Navy,RoyalAustralianNavy,1,12880,118,593,52,580,2
12,2014,@indigenous_gov,Closing the Gap,1,12083,48,102,11,91,23
12,2014,@experiment_arts,Experimental Arts,1,11839,6,35,0,16,2
12,2014,@AWMemorial,Aust War Memorial,1,11152,63,295,8,178,18
12,2014,@FutureUnlimited,Study in Australia,1,10554,10,14,5,11,6
12,2014,@Aus_AirForce,RAAF - Aus_AirForce,1,10517,44,197,5,175,0
12,2014,@ACTPol_Traffic,ACTPol_Traffic,1,10368,71,478,0,73,6
12,2014,@fairwork_gov_au,Fair Work Ombudsman,1,9448,60,147,2,40,11
12,2014,@Eduspokesperson,Eduspokesperson,1,9136,17,18,12,7,1
12,2014,@AusLawReform,ALRC,1,8845,34,98,6,43,23
12,2014,@RecogniseAU,RECOGNISE,1,8730,157,608,99,329,64
12,2014,@DeptDefence,Dept of Defence,1,8542,60,252,15,194,20
12,2014,@ParlLibrary,Parliament Library,1,8520,19,34,0,22,0
12,2014,@DubesAustralia,Dr David Engel,1,8333,107,179,11,120,23
12,2014,@TroveAustralia,Trove,1,8255,71,229,16,143,24
12,2014,@NPG_Canberra,Portrait Gallery,1,8232,17,5,7,11,15
12,2014,@ANMMuseum,Nat. Maritime Museum,1,8184,41,63,9,45,28
12,2014,@G20Australia,Australia G20,1,8134,0,0,0,0,0
12,2014,@Austrade,Austrade,1,8070,26,83,1,45,15
12,2014,@ASIC_Connect,ASIC Connect,1,8031,43,20,5,10,24
12,2014,@AusElectoralCom,AEC,1,8013,5,9,0,3,0
