Month,Year,Twitter,Display Name,Verified,End of Month Followers,Tweets,Total Times Retweeted,Others Retweeted,Total Times Favourited,Times Other User Mentioned
"11","2015","@Australia","Australia","1","274315","143","10597","14","22804","139"
"11","2015","@artsculturegov","AusGov Arts&Culture","1","124187","80","226","44","173","17"
"11","2015","@TourismAus","Tourism Australia","1","89020","64","227","5","307","101"
"11","2015","@headspace_aus","headspace","1","50795","88","602","32","494","27"
"11","2015","@CSIROnews","CSIRO","1","45875","271","1505","40","1241","90"
"11","2015","@BOM_Qld","BOM Queensland","1","44235","162","1259","20","648","4"
"11","2015","@dfat","DFAT","1","44124","293","1398","102","1520","122"
"11","2015","@ABSCensus","Census Australia","1","43964","19","170","1","121","3"
"11","2015","@ato_gov_au","ato.gov.au","1","38814","196","349","4","211","110"
"11","2015","@AusHumanRights","AusHumanRights","1","37023","334","635","264","467","49"
"11","2015","@AboutTheHouse","About the House","1","35315","138","181","25","126","33"
"11","2015","@auscouncilarts","Australia Council","1","32020","71","160","23","128","23"
"11","2015","@nlagovau","National Library Aus","1","31370","183","245","104","203","107"
"11","2015","@BOM_Vic","BOM Victoria","1","31242","151","1621","22","1080","0"
"11","2015","@NatGalleryAus","NationalGalleryAus","1","31220","85","272","9","469","39"
"11","2015","@healthgovau","Department of Health","1","29774","115","704","9","303","11"
"11","2015","@RBAInfo","RBA","1","29159","29","254","3","66","0"
"11","2015","@nma","NationalMuseumofAust","1","28030","179","310","44","422","117"
"11","2015","@BOM_au","BOM Australia","1","27407","131","1730","6","855","32"
"11","2015","@ABSStats","AU Bureau of Stats","1","24588","59","206","2","121","5"
"11","2015","@ScreenAustralia","Screen Australia","1","24367","247","506","41","733","207"
"11","2015","@BOM_NSW","BOM New South Wales","1","24341","127","963","32","421","1"
"11","2015","@business_gov_au","business.gov.au","1","23994","116","246","15","183","30"
"11","2015","@Ausport","Australian Sport","1","23848","218","437","152","610","106"
"11","2015","@AMSA_News","AMSA News","1","23503","10","36","4","15","1"
"11","2015","@BOM_WA","BOM WA","1","22414","136","539","44","395","6"
"11","2015","@AustralianArmy","The Australian Army","1","22015","35","201","13","320","8"
"11","2015","@Mike_Rann","Mike Rann","1","21548","271","99","216","102","29"
"11","2015","@AuSenate","Australian Senate","1","20857","305","460","32","193","75"
"11","2015","@Australian_Navy","RoyalAustralianNavy","1","20835","758","2741","397","3217","61"
"11","2015","@nhmrc","NHMRC","1","19499","15","144","1","95","12"
"11","2015","@MeetinAustralia","Biz Events Australia","1","18857","35","43","1","60","28"
"11","2015","@Aus_AirForce","RAAF - Aus_AirForce","1","17292","71","382","20","575","4"
"11","2015","@AWMemorial","Aust War Memorial","1","17201","129","701","37","686","20"
"11","2015","@DeptDefence","DeptDefenceAustralia","1","16288","190","857","93","1032","65"
"11","2015","@AusAmbUSA","Kim Beazley","1","15572","20","36","12","41","2"
"11","2015","@indigenous_gov","indigenous_gov","1","15499","84","155","31","150","25"
"11","2015","@MoneySmartTeam","MoneySmartTeam","1","14809","169","214","104","144","16"
"11","2015","@PortraitAu","Portrait Gallery","0","13997","14","33","2","36","6"
"11","2015","@experiment_arts","Experimental Arts","1","13526","0","0","0","0","0"
"11","2015","@fairwork_gov_au","Fair Work Ombudsman","1","12571","103","185","5","110","33"
"11","2015","@DubesAustralia","Paul Grigson","1","12213","393","1911","98","1791","279"
"11","2015","@ACTPol_Traffic","ACTPol_Traffic","1","12163","45","90","0","18","11"
"11","2015","@FutureUnlimited","Study in Australia","1","12096","15","3","7","9","5"
"11","2015","@RecogniseAU","RECOGNISE","1","12032","134","526","46","452","95"
"11","2015","@ACTPolicing","ACT Policing","1","11600","65","337","20","310","2"
"11","2015","@TroveAustralia","Trove","1","11328","58","289","5","227","28"
"11","2015","@ASIC_Connect","ASIC Connect","1","11085","42","35","0","25","3"
"11","2015","@Austrade","Austrade","1","11035","113","282","56","273","53"
"11","2015","@Eduspokesperson","Eduspokesperson","1","10891","34","60","4","43","7"
"11","2015","@naagovau","NationalArchivesAus","1","10862","44","116","7","66","4"
"11","2015","@DeptAgNews","Dept Ag & Water","1","10504","111","164","27","89","67"
"11","2015","@AusLawReform","ALRC","1","10224","21","38","11","20","6"
"11","2015","@CommsAu","Dept. Communications","1","10224","65","98","24","59","19"
"11","2015","@DIBPAustralia","DIBP Australia","1","9963","189","120","2","111","151"
"11","2015","@ANMMuseum","Nat. Maritime Museum","1","9815","95","259","35","215","52"
"11","2015","@Scamwatch_gov","Scamwatch_gov_au","1","9779","31","154","6","44","8"
"11","2015","@AusElectoralCom","AEC","1","9262","18","104","1","25","4"
"11","2015","@ParlLibrary","Parliament Library","1","9115","25","38","0","17","0"
"11","2015","@asicmedia","ASIC Media","1","8787","57","117","2","75","30"
"11","2015","@acmadotgov","The ACMA","1","8595","70","68","17","34","30"
"11","2015","@ArtStartGrants","ArtStartGrants","0","8428","0","0","0","0","0"
"11","2015","@CreativePships","CreativePartnerships","1","8330","50","52","2","81","35"
"11","2015","@AFPmedia","AFP National Media","1","7973","19","75","8","30","0"
"11","2015","@G20Australia","Australia G20","1","7852","0","0","0","0","0"
"11","2015","@australiascreen","australianscreen","1","7847","23","20","0","27","0"
"11","2015","@aihw","AIHW","0","7771","12","27","0","11","9"
"11","2015","@acccgovau","ACCC","1","7728","42","270","1","170","6"
"11","2015","@CanberraDSN","CanberraDSN","1","7551","45","318","1","635","43"
"11","2015","@ABARES","ABARES","1","7433","19","67","2","10","9"
"11","2015","@Aus_ScienceWeek","NationalScienceWeek","0","7396","190","67","149","74","80"
"11","2015","@AusBorderForce","ABF","1","7188","83","118","18","64","47"
"11","2015","@AustraliaUN","Gillian Bird","1","7041","32","15","24","19","9"
"11","2015","@SpaceAustralia","Australian Space","1","6878","0","0","0","0","0"
"11","2015","@AusHCPak","Margaret Adamson","0","6801","7","18","0","27","0"
"11","2015","@BOM_SA","BOM South Australia","1","6789","131","833","30","409","22"
"11","2015","@OzDay","Australia Day","1","6650","15","8","10","20","4"
"11","2015","@arc_gov_au","ARC","1","6338","18","91","4","40","2"
"11","2015","@MoAD_Canberra","MuseumofAusDemocracy","1","6171","165","117","107","144","52"
"11","2015","@ItStopsWithMe","Racism.ItStopsWithMe","1","6099","20","111","7","59","10"
"11","2015","@ACNC_gov_au","ACNC","1","6016","85","342","8","280","29"
"11","2015","@ACCCProdSafety","ACCC Product Safety","1","5906","76","289","12","67","1"
"11","2015","@eSafetyOffice","eSafety Office","1","5862","65","117","11","61","33"
"11","2015","@CASABriefing","CASA","1","5769","54","133","7","115","9"
"11","2015","@eHealthAus","NEHTA eHealth","1","5735","96","108","4","62","35"
"11","2015","@AirservicesNews","AirservicesAustralia","1","5513","61","143","22","111","22"
"11","2015","@FSANZnews","FoodStandardsAusNZ","1","4936","43","75","1","25","11"
"11","2015","@HumanServicesAU","Human Services","1","4897","104","14","1","8","81"
"11","2015","@AusAntarctic","Antarctic Division","1","4865","65","360","7","332","30"
"11","2015","@NFSAonline","NFSAonline","1","4852","142","146","21","146","71"
"11","2015","@Centrelink","Centrelink","1","4728","216","1","3","14","215"
"11","2015","@CPOACT","Rudi Lammers","1","4609","52","292","2","309","28"
"11","2015","@atsbinfo","ATSB","1","4574","22","123","0","49","1"
"11","2015","@Treasury_AU","Australian Treasury","1","4527","21","47","0","24","5"
"11","2015","@HealthInfoNet","HealthInfoNet","1","4377","53","21","44","6","2"
"11","2015","@PSInnovate","APS Innovation","1","4348","8","8","3","4","0"
"11","2015","@DonateLifeToday","Donate Life Today","1","4320","111","168","38","160","31"
"11","2015","@ausoftheyear","AusoftheYearAwards","1","4284","189","710","64","743","111"
"11","2015","@AusUnlimited","Australia Unlimited","1","4114","33","63","8","103","26"
"11","2015","@AusHouseLondon","Aus. High Commission","1","4062","139","112","78","136","61"
"11","2015","@AusAmbJP","Bruce Miller","1","4038","197","479","86","407","54"
"11","2015","@AICriminology","AIC","1","3839","10","10","1","9","3"
"11","2015","@IDPwD","IDPwD","1","3836","72","149","9","179","7"
"11","2015","@FamilyStudies","AIFS","1","3812","26","22","18","7","1"
"11","2015","@anti_doping","ASADA Anti-Doping","1","3794","9","5","4","4","5"
"11","2015","@NCVER","NCVER","1","3646","142","100","9","47","31"
"11","2015","@PosolAustralia","Paul Myler","1","3596","344","97","243","137","81"
"11","2015","@Aus_Industry","AusIndustry","1","3573","0","0","0","0","0"
"11","2015","@AustraliaUN_GVA","Australia UN Geneva","1","3543","88","152","37","91","1"
"11","2015","@envirogov","environment.gov.au","1","3501","12","10","9","11","2"
"11","2015","@BOM_ACT","BOM ACT","1","3464","66","173","17","70","0"
"11","2015","@AusAmbIsrael","Dave Sharma","1","3349","151","352","63","401","79"
"11","2015","@BOM_Tas","BOM Tasmania","1","3337","72","168","17","114","1"
"11","2015","@AusTrainAwards","Aus Training Awards","1","3315","227","168","143","233","96"
"11","2015","@AUS_Hansard","Australian Hansard","1","3279","84","37","0","10","0"
"11","2015","@BOM_NT","BOM NT","1","3234","151","373","20","134","11"
"11","2015","@MD_Basin_Auth","MD Basin Authority","1","3215","92","133","19","97","24"
"11","2015","@ACIARAustralia","ACIAR","1","3215","91","10","73","9","8"
"11","2015","@GeoscienceAus","Geoscience Australia","0","3163","6","12","1","5","4"
"11","2015","@WGEAgency","WGEA","1","3040","261","508","77","423","161"
"11","2015","@myGovau","myGov","1","2979","128","12","3","22","124"
"11","2015","@questacon","Questacon","1","2970","28","22","12","33","9"
"11","2015","@DVAAus","DVA Australia","1","2951","73","111","49","73","5"
"11","2015","@AusDTO","AusDTO","0","2909","41","75","8","57","40"
"11","2015","@AusHCIndia","Patrick Suckling","1","2905","26","15","11","32","3"
"11","2015","@ACECQA","ACECQA","1","2810","17","52","0","34","6"
"11","2015","@OAICgov","OAIC","1","2761","28","9","15","2","14"
"11","2015","@exportawards","Export Awards","1","2728","132","147","11","197","91"
"11","2015","@HWAGovAu","HWAGovAU","1","2684","0","0","0","0","0"
"11","2015","@ACSQHC","ACSQHC","0","2671","162","628","33","261","37"
"11","2015","@sherro58","John Sheridan","0","2649","60","123","3","94","52"
"11","2015","@LibrariesAust","Libraries Australia","1","2580","16","9","5","5","6"
"11","2015","@APRAinfo","APRA","1","2547","13","11","0","1","0"
"11","2015","@nca_media","NCA","1","2500","34","22","8","38","6"
"11","2015","@AusAmbUAE","Pablo Kang","1","2402","69","105","24","106","68"
"11","2015","@AusHCPNG","Bronte Moules","1","2379","64","21","60","16","1"
"11","2015","@StudentUpdateAU","Student Update","1","2372","32","5","6","8","6"
"11","2015","@FamilyCourtAU","Family Court of Aust","1","2336","24","37","0","13","1"
"11","2015","@ozprodcom","Productivity Comm","1","2311","42","74","0","35","13"
"11","2015","@EduSecretaryAU","Lisa Paul","1","2309","6","6","0","5","0"
"11","2015","@Parks_Australia","ParksAustralia","1","2309","29","35","11","33","11"
"11","2015","@AusAmbPH","Bill Tweddell","1","2269","42","41","16","129","28"
"11","2015","@HankJongen","Hank Jongen","1","2263","21","4","0","6","28"
"11","2015","@gbrmarinepark","GBR Marine Park","1","2237","206","170","143","152","31"
"11","2015","@ANSTO","ANSTO","0","2173","72","62","33","43","17"
"11","2015","@AusGovFinance","Dept of Finance","1","2105","5","11","1","6","5"
"11","2015","@AusWIGB","Women in Global Biz","1","2094","38","41","4","37","32"
"11","2015","@AEMKH","EM Knowledge Hub","1","1995","0","0","0","0","0"
"11","2015","@EmbAustraliaBA","Noel Campbell","1","1934","43","61","8","93","19"
"11","2015","@AustradeUK","Austrade UK","1","1921","82","106","25","81","17"
"11","2015","@AusGovCTO","John Sheridan","1","1802","0","0","0","0","0"
"11","2015","@DefenceHousing","Defence Housing
","1","1799","15","11","3","9","4"
"11","2015","@ANAO_Australia","Audit Office (ANAO)","1","1792","8","4","1","1","3"
"11","2015","@AusAmbTurkey","James Larsen","1","1740","56","70","14","163","25"
"11","2015","@FamilyUpdateAU","Family Update","1","1726","22","6","2","6","13"
"11","2015","@AustradeJakarta","Austrade Indonesia","1","1721","8","9","7","5","2"
"11","2015","@AusHCMalaysia","Rod Smith","1","1689","50","4","38","10","8"
"11","2015","@aims_gov_au","AIMS","1","1627","6","21","2","10","0"
"11","2015","@PBO_AU","Australian PBO","1","1557","1","1","0","0","0"
"11","2015","@RoyalAustMint","RoyalAustralianMint","1","1495","39","40","4","72","31"
"11","2015","@ANBG","ANBG","1","1435","28","12","9","12","18"
"11","2015","@ANZSOG","ANZSOG","1","1426","17","8","8","9","9"
"11","2015","@AusHCCanada","Tony Negus","1","1415","62","6","59","6","2"
"11","2015","@datagovau","data.gov.au","1","1397","1","1","0","0","0"
"11","2015","@mindhealthc","mindhealthconnect","1","1346","26","15","9","10","9"
"11","2015","@CFCAexchange","CFCA info exchange","1","1321","36","28","20","16","14"
"11","2015","@tra_online","Tourism Research ","1","1298","3","21","0","9","0"
"11","2015","@naa_digital","naadigital","0","1279","2","3","0","0","1"
"11","2015","@relayservice","relayservice","0","1268","7","1","1","2","4"
"11","2015","@CSIROhelix","CSIROHelix","1","1258","24","11","10","17","7"
"11","2015","@AuHCSouthAfrica","Aust High Comm SA","1","1229","47","37","23","59","33"
"11","2015","@theCEWH","Environmental Water","1","1217","93","7","87","3","1"
"11","2015","@NHPAreporting","NHPA","1","1207","83","155","8","57","8"
"11","2015","@AusEmbZim","Suzanne McCourt","1","1187","68","54","33","50","16"
"11","2015","@AGSgovLawyers","AGSgovernmentLawyers","1","1108","7","12","1","4","0"
"11","2015","@comcare_gov_au","Comcare","1","1095","1","0","0","0","0"
"11","2015","@AusHCNZ","Australia in NZ","1","1069","10","6","3","7","2"
"11","2015","@AIFS_SVR","AIFS_SVR","1","1042","3","0","2","1","1"
"11","2015","@CSIROSMiS","CSIRO SMiS","1","1036","16","5","4","8","15"
"11","2015","@CSIRO_ATNF","CSIRO_ATNF","1","1018","28","5","26","10","0"
"11","2015","@EmbAusBrasil","Patrick Lawless","1","962","47","13","0","56","13"
"11","2015","@PULSEatParkes","PULSE@Parkes","1","948","14","15","0","17","6"
"11","2015","@CSIROevents","CSIROevents","0","946","36","18","12","29","3"
"11","2015","@AusAmbPL","Jean Dunn","1","945","0","0","0","0","0"
"11","2015","@NLAjakarta","NLA Jakarta Office","1","900","69","5","56","0","12"
"11","2015","@NewColomboPlan","New Colombo Plan","0","883","81","62","51","90","21"
"11","2015","@dpmc_gov_au","PM&C","1","864","53","220","5","192","45"
"11","2015","@OZinSG","Philip Green","1","859","0","0","0","0","0"
"11","2015","@AusAmbBKK","Paul Robilliard","1","804","112","61","29","116","44"
"11","2015","@AusDCMUSA","Caroline Millar","1","784","16","1","11","5","3"
"11","2015","@TPB_gov_au","TPB.gov.au","0","767","30","22","2","10","5"
"11","2015","@APSCnews","APSC News","1","759","10","12","1","10","0"
"11","2015","@AustCT","Aus Clinical Trials","1","732","7","15","0","18","2"
"11","2015","@SenateRecruit","SenateRecruit","1","725","23","29","0","15","1"
"11","2015","@AusEmbAfg","Aus in Afghanistan","1","706","23","41","1","76","9"
"11","2015","@AusAmbDK","Damien Miller","0","686","51","27","32","35","42"
"11","2015","@G20SR","Daniel Sloper","1","678","0","0","0","0","0"
"11","2015","@ConstableKenny","Constable Kenny","0","676","4","3","1","1","0"
"11","2015","@AGDCopyright","AGD Copyright","1","659","0","0","0","0","0"
"11","2015","@AusEmbIre","Australia in Ireland","1","653","42","15","29","33","34"
"11","2015","@NLAPandora","PANDORA web archive","1","614","18","14","1","14","9"
"11","2015","@AusEmbEU","Mark Higgie","1","579","46","57","19","61","37"
"11","2015","@AusEmbPP","AustraliaInCambodia","1","527","23","26","8","41","12"
"11","2015","@AusHCCyprus","Australia In Cyprus","1","518","23","11","0","14","0"
"11","2015","@LearnEmpServ","ES Learning Centre","1","446","0","0","0","0","0"
"11","2015","@AusAmbGHA","Oz in West Africa","1","397","46","8","15","20","14"
"11","2015","@OBPRGov","OBPR","1","387","7","15","1","4","11"
"11","2015","@AusOfficeTPE","Cathy Raper","1","336","42","25","7","24","24"
"11","2015","@AIFS_LSAC","AIFS_LSAC","1","331","0","0","0","0","0"
"11","2015","@AusAmbVIE","David Stuart","1","307","56","20","41","28","21"
"11","2015","@AusGovCMS","AusGovCMS","0","285","11","20","5","7","2"
"11","2015","@IHPAnews","IHPAnews","1","280","5","6","0","1","4"
"11","2015","@AusAmbDili","Peter Doyle","1","270","31","11","9","22","7"
"11","2015","@Kasparbot","Kasparov Robot","1","229","78","0","0","1","19"
"11","2015","@sosrExchange","State of the Service","0","218","18","3","0","10","2"
"11","2015","@AusAmbUNESCO","George Mina","1","217","91","86","25","101","98"
"11","2015","@DFATVic","John Richardson","0","211","33","14","9","22","11"
"11","2015","@AustraliaOECD","Australia OECD","1","190","180","26","151","44","16"
"11","2015","@Gov_Share","GovShare","1","145","0","0","0","0","0"
"11","2015","@DFATNT","Lorenzo Strano","0","122","48","30","17","30","55"
"11","2015","@JohnLloyd_APSC","John Lloyd","1","115","7","3","1","3","1"
"11","2015","@GeoAusLibrary","GeoscienceAusLibrary","0","111","23","13","13","6","5"
