Month,Year,Twitter,Display Name,Verified,End of Month Followers,Tweets,Total Times Retweeted,Others Retweeted,Total Times Favourited,Times Other User Mentioned
11,2014,@mindhealthc,mindhealthconnect,1,726,14,37,3,15,6
11,2014,@NHPAreporting,NHPA,1,714,11,2,6,3,1
11,2014,@G20SR,Daniel Sloper,1,704,26,11,23,5,7
11,2014,@datagovau,data.gov.au,1,688,1,0,1,0,0
11,2014,@AusAmbTurkey,James Larsen,1,643,163,142,84,143,69
11,2014,@CSIRO_ATNF,CSIRO_ATNF,1,635,8,6,3,5,5
11,2014,@CSIROSMiS,CSIRO SMiS,1,611,16,6,3,11,21
11,2014,@theCEWH,Environmental Water,1,591,47,10,38,8,5
11,2014,@tra_online,Tourism Research ,1,575,7,11,0,3,0
11,2014,@APSCgradnews,APSC Graduate News,1,550,2,0,0,0,0
11,2014,@SenateRecruit,SenateRecruit,1,550,14,11,0,6,0
11,2014,@ConstableKenny,Constable Kenny,0,538,10,9,5,4,1
11,2014,@AusHCMalaysia,Rod Smith,1,506,90,46,32,42,36
11,2014,@AGDCopyright,AGD Copyright,1,488,1,1,0,0,0
11,2014,@AusDCMUSA,Caroline Millar,1,456,45,13,34,16,17
11,2014,@TPB_gov_au,TPB.gov.au,0,437,14,3,1,5,0
11,2014,@NLAjakarta,NLA Jakarta Office,1,366,90,8,74,3,20
11,2014,@LearnEmpServ,ES Learning Centre,1,364,1,0,0,0,0
11,2014,@OBPRGov,OBPR,1,308,11,0,0,0,3
11,2014,@AIFS_LSAC,AIFS_LSAC,1,298,0,0,0,0,0
11,2014,@AusTrackRecord,AusTrackRecord,1,287,0,0,0,0,0
11,2014,@IHPAnews,IHPAnews,1,200,2,4,0,0,0
11,2014,@AusEmbIre,Australia in Ireland,1,196,31,42,18,43,20
11,2014,@AusAmbBKK,Paul Robilliard,0,172,22,16,7,10,12
11,2014,@Kasparbot,Kasparov Robot,1,139,56,0,0,0,0
11,2014,@AusHCCyprus,Australia In Cyprus,1,124,44,6,34,4,3
11,2014,@Gov_Share,GovShare,1,113,6,0,0,0,0
11,2014,@AusOfficeTPE,Cathy Raper,1,53,14,7,1,14,5
