Month,Year,Twitter,Display Name,Verified,End of Month Followers,Tweets,Total Times Retweeted,Others Retweeted,Total Times Favourited,Times Other User Mentioned
8,2014,@Australia,Australia,1,155094,148,8663,1,12463,178
8,2014,@TourismAus,Tourism Australia,1,51960,100,300,8,245,105
8,2014,@dfat,DFAT,1,30157,391,1575,90,717,331
8,2014,@CSIROnews,CSIRO,1,29480,172,1029,1,526,44
8,2014,@headspace_aus,headspace,1,25065,58,556,13,363,26
8,2014,@AMSA_News,AMSA News,1,24395,14,40,7,21,0
8,2014,@nlagovau,National Library Aus,1,22868,147,554,52,308,67
8,2014,@auscouncilarts,Australia Council,1,22424,151,552,43,229,84
8,2014,@AusHumanRights,AusHumanRights,1,22420,599,1624,182,397,81
8,2014,@artsculturegov,AusGov Arts&Culture,1,21800,98,54,81,38,19
8,2014,@RBAInfo,RBA,1,20932,14,170,0,34,0
8,2014,@ato_gov_au,ato.gov.au,1,19844,181,593,2,178,93
8,2014,@AboutTheHouse,About the House,1,19427,102,231,4,81,10
8,2014,@ABSStats,AU Bureau of Stats,1,18833,54,264,0,99,4
8,2014,@NatGalleryAus,National Gallery ,1,18590,27,53,13,35,9
8,2014,@ABSCensus,Census Australia,1,17994,53,187,1,125,9
8,2014,@healthgovau,health.gov.au,1,17519,40,179,0,62,5
8,2014,@ScreenAustralia,Screen Australia,1,17257,39,161,5,112,9
8,2014,@business_gov_au,business.gov.au,1,15026,115,230,49,141,9
8,2014,@Ausport,Australian Sport,1,14540,163,667,56,588,164
8,2014,@AuSenate,Australian Senate,1,13975,109,350,7,93,31
8,2014,@AusAmbUSA,Kim Beazley,1,13085,82,152,56,102,20
8,2014,@nhmrc,NHMRC,1,12365,6,18,0,3,8
8,2014,@AustralianArmy,The Australian Army,1,12300,14,21,10,17,2
8,2014,@Australian_Navy,RoyalAustralianNavy,1,11271,119,655,28,543,8
8,2014,@experiment_arts,Experimental Arts,1,10958,31,58,15,36,19
8,2014,@indigenous_gov,Closing the Gap,1,10887,61,118,18,109,27
8,2014,@FutureUnlimited,Study in Australia,1,9968,6,13,3,2,1
8,2014,@AWMemorial,Aust War Memorial,1,9952,114,603,30,342,17
8,2014,@ACTPol_Traffic,ACTPol_Traffic,1,9698,91,159,2,25,11
8,2014,@AirForceHQ,RAAF - AirForceHQ,1,8953,202,655,58,604,21
8,2014,@Eduspokesperson,Eduspokesperson,1,8546,4,7,2,4,0
8,2014,@ParlLibrary,Parliament Library,1,8275,45,138,0,42,0
8,2014,@AusLawReform,ALRC,1,8261,36,144,7,39,24
8,2014,@AusElectoralCom,AEC,1,7620,3,2,0,1,3
8,2014,@ANMMuseum,Nat. Maritime Museum,1,7516,230,365,17,233,270
8,2014,@RecogniseAU,RECOGNISE,1,7504,327,648,206,397,169
8,2014,@CommsAu,Dept. Communications,1,7419,141,247,31,89,85
8,2014,@ArtStartGrants,ArtStartGrants,0,7402,40,49,21,28,15
8,2014,@NPG_Canberra,Portrait Gallery,1,7360,25,23,12,10,11
8,2014,@Austrade,Austrade,1,7323,44,198,7,82,34
8,2014,@SCAMwatch_gov,SCAMwatch_gov_au,1,7294,36,154,11,35,12
8,2014,@TroveAustralia,Trove,1,7273,87,236,24,107,19
8,2014,@DubesAustralia,Greg Moriarty,1,7233,199,373,50,111,97
8,2014,@ASIC_Connect,ASIC Connect,1,7193,31,31,4,13,8
8,2014,@Theatre_OzCo,Theatre,1,7063,6,2,5,2,0
8,2014,@Nat_Museum_Aust,NationalMuseumofAust,1,6920,55,191,11,100,31
8,2014,@DeptDefence,Dept of Defence,1,6764,47,213,13,123,45
8,2014,@acmadotgov,The ACMA,1,6743,90,161,28,41,23
8,2014,@CreativePships,CreativePartnerships,1,6597,55,57,21,41,14
8,2014,@DeptAgNews,Dept of Agriculture,1,6466,21,109,1,26,24
8,2014,@australiascreen,australianscreen,1,6119,54,41,10,32,19
8,2014,@DIBPAustralia,DIBP Australia,1,6118,74,76,1,41,51
8,2014,@naagovau,NationalArchivesAus,1,5916,6,26,1,24,2
8,2014,@SpaceAustralia,Australian Space,1,5791,0,0,0,0,0
8,2014,@fairwork_gov_au,Fair Work Ombudsman,1,5639,84,209,3,75,26
8,2014,@ABARES,ABARES,1,5589,12,67,3,12,3
8,2014,@ACTPolicing,ACT Policing,1,5579,122,209,27,110,27
8,2014,@MoneySmartTeam,MoneySmartTeam,1,5310,63,118,14,46,0
8,2014,@aihw,Connect with AIHW,0,5120,13,32,0,10,0
8,2014,@AustraliaUN,Gary Quinlan,1,5032,101,268,18,109,21
8,2014,@ACCCProdSafety,ACCC Product Safety,1,4351,59,182,6,21,6
8,2014,@CPOACT,CPOACT,1,4276,17,12,1,13,27
8,2014,@CanberraDSN,CanberraDSN,1,4265,33,77,9,94,25
8,2014,@Aus_ScienceWeek,NationalScienceWeek,0,4254,1199,646,842,387,279
8,2014,@FSANZnews,FoodStandardsAusNZ,1,3946,29,66,1,9,8
8,2014,@CASABriefing,CASA,1,3837,68,197,0,68,13
8,2014,@asicmedia,ASIC Media,1,3826,41,81,1,24,8
8,2014,@NFSAonline,NFSAonline,1,3799,59,55,8,48,44
8,2014,@eHealthAus,NEHTA eHealth,1,3739,73,63,14,23,9
8,2014,@AirservicesNews,AirservicesAustralia,1,3708,42,112,9,52,22
8,2014,@CybersmartACMA,Cybersmart,0,3702,28,70,17,31,9
8,2014,@ItStopsWithMe,Racism.ItStopsWithMe,1,3578,50,54,16,40,37
8,2014,@MeetinAustralia,Biz Events Australia,1,3517,96,33,29,53,46
