Month,Year,Twitter,Display Name,Verified,End of Month Followers,Tweets,Total Times Retweeted,Others Retweeted,Total Times Favourited,Times Other User Mentioned
3,2015,@ACNC_gov_au,ACNC,1,3231,56,132,13,72,11
3,2015,@FamilyStudies,AIFS,1,3217,14,8,10,1,1
3,2015,@AusAmbIsrael,Dave Sharma,1,3203,86,147,23,173,24
3,2015,@PosolAustralia,Paul Myler,1,3128,364,220,307,122,43
3,2015,@BOM_SA,BOM South Australia,1,3085,58,110,11,87,0
3,2015,@AUS_Hansard,Australian Hansard,1,3044,84,19,0,7,1
3,2015,@NCVER,NCVER,1,3022,87,76,11,32,22
3,2015,@AustraliaUN_GVA,Australia UN Geneva,1,2964,51,42,15,25,4
3,2015,@HWAGovAu,HWAGovAU,1,2754,0,0,0,0,0
3,2015,@envirogov,environment.gov.au,1,2681,5,10,4,4,0
3,2015,@ACIARAustralia,ACIAR,1,2669,112,55,91,31,38
3,2015,@MD_Basin_Auth,MD Basin Authority,1,2666,112,169,27,74,59
3,2015,@AusTrainAwards,Aus Training Awards,1,2590,61,38,36,21,16
3,2015,@Treasury_AU,Australian Treasury,1,2582,12,120,0,27,0
3,2015,@questacon,Questacon,1,2483,40,33,23,26,12
3,2015,@DVAAus,DVA Australia,1,2429,63,61,42,47,14
3,2015,@OAICgov,OAIC,1,2392,31,40,3,19,54
3,2015,@ACECQA,ACECQA,1,2371,18,18,1,10,6
3,2015,@WGEAgency,WGEA,1,2216,126,183,40,88,73
3,2015,@nca_media,NCA,1,2158,44,11,15,13,25
3,2015,@LibrariesAust,Libraries Australia,1,2051,20,13,5,10,9
3,2015,@GeoscienceAus,Geoscience Australia,0,2028,17,28,4,14,6
3,2015,@HankJongen,Hank Jongen,1,2028,17,3,2,8,19
3,2015,@StudentUpdateAU,Student Update,1,1995,59,6,1,5,44
3,2015,@APRAinfo,APRA,1,1973,12,15,0,11,0
3,2015,@exportawards,Export Awards,1,1948,0,0,0,0,0
3,2015,@EduSecretaryAU,Lisa Paul,1,1947,10,21,0,9,2
3,2015,@AusHCPNG,Deborah Stokes,1,1938,68,22,63,11,1
3,2015,@nywAU,National Youth Week,1,1931,2,3,0,2,0
3,2015,@Parks_Australia,ParksAustralia,1,1817,26,14,11,13,16
3,2015,@AEMKH,EM Knowledge Hub,1,1797,68,113,19,78,38
3,2015,@AusAmbPH,Bill Tweddell,1,1787,38,27,17,25,19
3,2015,@ANSTO,ANSTO,0,1787,9,5,8,4,0
3,2015,@ozprodcom,Productivity Comm,1,1782,7,13,0,3,0
3,2015,@ACSQHC,ACSQHC,0,1762,83,159,31,39,16
3,2015,@BOM_NT,BOM NT,1,1756,212,1067,20,284,8
3,2015,@AusWIGB,Women in Global Biz,1,1713,27,57,0,41,18
3,2015,@FamilyCourtAU,Family Court of Aust,1,1702,23,32,0,12,0
3,2015,@AusAmbUAE,Pablo Kang,1,1693,100,95,26,125,135
3,2015,@EmbAustraliaBA,Noel Campbell,1,1642,36,17,10,40,11
3,2015,@DefenceHousing,"Defence Housing
",1,1641,27,30,8,32,21
3,2015,@AusHCIndia,Patrick Suckling,1,1508,39,22,23,28,8
3,2015,@ANAO_Australia,Audit Office (ANAO),1,1507,28,26,7,7,9
3,2015,@AustradeUK,Austrade UK,1,1497,116,130,1,198,140
3,2015,@gbrmarinepark,GBRMPA,1,1495,153,110,91,80,53
3,2015,@AusGovFinance,Dept of Finance,1,1424,3,2,1,0,1
3,2015,@PBO_AU,Australian PBO,1,1424,0,0,0,0,0
3,2015,@AusGovCTO,John Sheridan,1,1408,0,0,0,0,0
3,2015,@BOM_ACT,BOM ACT,1,1346,0,0,0,0,0
3,2015,@AustradeJakarta,Austrade Indonesia,1,1300,9,0,6,3,3
3,2015,@FamilyUpdateAU,Family Update,1,1287,26,1,2,2,17
3,2015,@ANBG,ANBG,1,1229,30,6,14,8,11
3,2015,@AusHCCanada,Tony Negus,1,1206,157,103,108,61,81
3,2015,@AusAmbTurkey,James Larsen,1,1152,235,382,44,375,190
3,2015,@relayservice,relayservice,0,1138,25,23,1,13,20
3,2015,@ANZSOG,ANZSOG,1,1121,31,3,25,4,9
3,2015,@BOM_Tas,BOM Tasmania,1,1119,87,198,11,80,4
3,2015,@CFCAexchange,CFCA info exchange,1,1114,82,38,37,14,2
3,2015,@RoyalAustMint,RoyalAustralianMint,1,1105,49,40,12,37,28
3,2015,@naa_digital,naadigital,0,1086,15,6,6,3,0
3,2015,@CSIROhelix,CSIROHelix,1,1068,4,6,0,4,0
3,2015,@myGovau,myGov,1,1000,123,17,1,15,130
3,2015,@aims_gov_au,AIMS,1,976,14,49,6,14,3
3,2015,@comcare_gov_au,Comcare,1,933,0,0,0,0,0
3,2015,@AIFS_SVR,AIFS_SVR,1,921,259,89,128,40,57
3,2015,@AuHCSouthAfrica,Aust High Comm SA,1,920,45,13,28,3,9
3,2015,@AusHCNZ,Australia in NZ,1,903,4,0,1,1,0
3,2015,@mindhealthc,mindhealthconnect,1,901,12,14,8,13,4
3,2015,@AGSgovLawyers,AGSgovernmentLawyers,1,878,13,5,0,4,0
3,2015,@NHPAreporting,NHPA,1,874,66,130,8,49,12
3,2015,@AusAmbPL,Jean Dunn,1,867,7,0,7,0,0
3,2015,@datagovau,data.gov.au,1,864,6,20,3,11,1
3,2015,@OZinSG,Philip Green,1,830,0,0,0,0,0
3,2015,@AusEmbZim,Australian Embassy,1,810,43,27,21,14,9
3,2015,@PULSEatParkes,PULSE@Parkes,1,809,12,12,4,6,2
3,2015,@theCEWH,Environmental Water,1,809,77,25,70,16,11
3,2015,@CSIROevents,CSIROevents,0,807,7,0,0,3,2
3,2015,@tra_online,Tourism Research ,1,807,9,9,0,0,3
3,2015,@EmbAusBrasil,Patrick Lawless,1,790,19,0,5,1,7
3,2015,@CSIRO_ATNF,CSIRO_ATNF,1,747,44,12,38,11,2
3,2015,@CSIROSMiS,CSIRO SMiS,1,734,17,6,8,5,17
3,2015,@G20SR,Daniel Sloper,1,689,0,0,0,0,0
3,2015,@AusHCMalaysia,Rod Smith,1,659,62,21,34,10,11
3,2015,@ConstableKenny,Constable Kenny,0,609,10,23,0,28,4
3,2015,@APSCevents,APSC Events,1,605,30,5,9,12,4
3,2015,@AusDCMUSA,Caroline Millar,1,594,39,15,29,12,17
3,2015,@SenateRecruit,SenateRecruit,1,587,4,6,0,1,0
3,2015,@NLAjakarta,NLA Jakarta Office,1,560,110,23,92,14,20
3,2015,@TPB_gov_au,TPB.gov.au,0,549,56,50,10,39,20
3,2015,@AGDCopyright,AGD Copyright,1,542,1,1,0,0,0
3,2015,@AusAmbDK,Damien Miller,0,426,49,19,34,21,26
3,2015,@NLAPandora,PANDORA web archive,1,416,24,21,6,14,4
3,2015,@LearnEmpServ,ES Learning Centre,1,397,0,0,0,0,0
3,2015,@AusAmbBKK,Paul Robilliard,1,369,25,9,6,10,10
3,2015,@AusEmbIre,Australia in Ireland,1,359,17,9,10,5,3
3,2015,@OBPRGov,OBPR,1,312,1,0,1,0,0
3,2015,@AIFS_LSAC,AIFS_LSAC,1,309,1,2,0,0,0
3,2015,@AusTrackRecord,AusTrackRecord,1,303,0,0,0,0,0
3,2015,@AusHCCyprus,Australia In Cyprus,1,263,18,12,10,8,9
3,2015,@IHPAnews,IHPAnews,1,226,5,7,0,0,0
3,2015,@AusDTO,AusDTO,0,185,0,0,0,0,0
3,2015,@Kasparbot,Kasparov Robot,1,175,68,2,9,0,0
3,2015,@sosrExchange,State of the Service,0,150,2,1,0,2,0
3,2015,@AusGovCMS,AusGovCMS,0,142,0,0,0,0,0
3,2015,@AusOfficeTPE,Cathy Raper,1,141,40,29,13,29,21
3,2015,@Gov_Share,GovShare,1,128,0,0,0,0,0
3,2015,@GeoAusLibrary,GeoscienceAusLibrary,0,17,16,13,6,2,1
