Batsman, Bowler, TimeBowled, Inning, Over, Ball, Runs, Wicket, Bat_hand, bowler_hand, releaseX, releaseY, releaseZ, releaseSpeed, bounceX, bounceY, bounceSpeed, stumpPosX, stumpPosY, stumpPosZ, stumpSpeed, deviation, swing, dropAngle, bounceAngle 
Matt Renshaw, Mohammad Amir, 2017-01-03T12:30:59,1,0,1,1, N, L, L,18.5209,0.560635,1.92669,136.226,7.12273,0.0673734,115.094,0,-0.258717,0.819833,104.076,-0.157018,0,11.685,8.28837
David Warner, Mohammad Amir, 2017-01-03T12:31:59,1,0,2,0, N, L, L,18.5723,0.643373,1.92308,143.716,6.77382,-0.0243112,123.519,0,-0.417401,0.869449,111.793,-0.17132,0.16902,11.3981,8.65345
David Warner, Mohammad Amir, 2017-01-03T12:32:37,1,0,3,4, N, L, L,18.4527,0.667036,1.93092,139.935,7.19427,0.395881,119.356,0,0.267965,1.00461,105.865,-0.0484566,0.800153,11.6678,9.65483
David Warner, Mohammad Amir, 2017-01-03T12:33:27,1,0,4,0, N, L, L,18.6551,0.661589,1.92651,141.295,7.02043,0.0292749,120.15,0,-0.292473,0.939165,107.59,0.486985,0,11.125,9.15531
Matt Renshaw, Mohammad Amir, 2017-01-03T12:34:08,1,0,5,0, N, L, L,18.7188,0.758504,1.96246,146.312,3.48509,0.225438,120.616,0,0.0898406,0.421594,113.984,-0.0862292,-0.261696,10.3502,7.15035
Matt Renshaw, Mohammad Amir, 2017-01-03T12:34:41,1,0,6,0, N, L, L,18.6552,0.763042,1.93256,140.851,7.35721,0.348197,120.351,0,0.16905,0.726776,107.874,0.448934,0.501241,11.5677,7.26401
David Warner, Imran Khan, 2017-01-03T12:35:55,1,1,1,0, N, L, R,18.4918,-0.77637,1.96861,128.231,6.37524,-0.0567101,111.566,0,0.287896,0.811844,100.551,0.284619,-1.14141,11.7455,8.82569
David Warner, Imran Khan, 2017-01-03T12:36:34,1,1,2,4, N, L, R,18.3414,-0.77308,1.94761,133.671,7.83638,0.0311651,116.066,0,0.745782,1.02587,103.17,0.922809,-0.174713,12.5183,9.36866
David Warner, Imran Khan, 2017-01-03T12:37:35,1,1,3,4, N, L, R,18.3662,-0.69175,1.93048,130.941,7.80534,0.0547097,114.584,0,0.613339,0.966545,101.261,0.29074,-0.465622,12.2963,9.07234
David Warner, Imran Khan, 2017-01-03T12:38:26,1,1,4,3, N, L, R,18.4575,-0.833192,1.94558,133.012,6.99191,-0.0283662,115.597,0,0.472249,0.857283,102.941,0.139882,-0.11535,11.9107,8.68158
Matt Renshaw, Imran Khan, 2017-01-03T12:39:30,1,1,5,0, N, L, R,18.3546,-0.646818,1.9743,131.433,5.96942,-0.160166,112.893,0,0.141668,0.774699,102.115,1.52226,-1.69881,11.5827,8.78753
Matt Renshaw, Imran Khan, 2017-01-03T12:40:13,1,1,6,0, N, L, R,18.5484,-0.768941,1.941,136.713,6.01963,0.134692,116.51,0,0.5341,0.668126,106.003,-0.244694,-0.160713,11.4871,7.64036
David Warner, Mohammad Amir, 2017-01-03T12:41:02,1,2,1,0, N, L, L,18.6145,0.733373,1.92197,143.359,5.86932,0.296456,125.023,0,0.304563,0.68339,114.696,1.35696,1.30881,11.0046,7.68501
David Warner, Mohammad Amir, 2017-01-03T12:41:38,1,2,2,0, N, L, L,18.4934,0.673256,1.91774,140.635,7.26832,0.22229,121.484,0,0.0340723,0.934568,108.179,0.665585,0.298707,11.5338,8.88802
David Warner, Mohammad Amir, 2017-01-03T12:42:22,1,2,3,4, N, L, L,18.6412,0.722141,1.9188,143.444,6.08864,0.444283,122.394,0,0.415261,0.695885,110.613,0,1.92722,10.9859,7.66585
David Warner, Mohammad Amir, 2017-01-03T12:43:11,1,2,4,0, N, L, L,18.4729,0.574993,1.9203,142.777,6.37615,0.279717,124.275,0,0.137948,0.653124,112.59,-0.320816,0.860028,11.0679,7.03749
David Warner, Mohammad Amir, 2017-01-03T12:43:52,1,2,5,4, N, L, L,18.7843,0.60523,1.93453,150.065,3.81814,-0.125135,122.57,0,-0.251725,0.491515,115.487,1.16416,-0.508604,10.1384,7.69036
David Warner, Mohammad Amir, 2017-01-03T12:44:50,1,2,6,0, N, L, L,18.406,0.780882,1.90582,142.266,6.77563,0.29597,126.909,0,0.0401007,0.725082,113.817,-0.2158,0.865472,10.9402,7.37774
Matt Renshaw, Imran Khan, 2017-01-03T12:45:53,1,3,1,0, N, L, R,18.4303,-0.71764,1.94325,134.037,5.90017,0.325195,115.145,0,0.789467,0.754361,111.396,0.068528,-0.644373,11.2477,8.39065
Matt Renshaw, Imran Khan, 2017-01-03T12:46:31,1,3,2,0, N, L, R,18.6864,-0.7092,1.95363,138.121,4.72983,0.564616,115.642,0,0.988124,0.524564,111.861,-0.551784,0.85455,10.9498,7.21084
Matt Renshaw, Imran Khan, 2017-01-03T12:47:11,1,3,3,0, N, L, R,18.5314,-0.758839,1.95829,140.335,3.14327,0.331879,119.778,0,0.531144,0.386653,114.088,-0.564406,0.258688,10.4274,7.1241
Matt Renshaw, Imran Khan, 2017-01-03T12:47:47,1,3,4,0, N, L, R,18.4365,-0.740777,1.97972,130.152,2.08437,0.416564,100.993,0,0.589251,0.338292,97.3024,0.569239,0.225554,9.59852,8.94975
Matt Renshaw, Imran Khan, 2017-01-03T12:48:27,1,3,5,0, N, L, R,18.3873,-0.763951,1.93293,136.129,5.77636,0.242788,115.329,0,0.682366,0.586388,110.568,-0.379492,0.312787,11.3894,6.97638
Matt Renshaw, Imran Khan, 2017-01-03T12:49:06,1,3,6,0, N, L, R,18.5551,-0.76894,1.94406,136.348,7.60756,0.0800053,116.954,0,0.559985,0.763154,104.87,-1.00191,0.340349,12.2531,7.54575
David Warner, Mohammad Amir, 2017-01-03T12:49:53,1,4,1,2, N, L, L,18.476,0.606357,1.90347,142.223,6.62937,0.0407422,121.906,0,-0.317063,0.832744,109.347,-0.325057,-0.0559529,11.2202,8.52384
David Warner, Mohammad Amir, 2017-01-03T12:50:38,1,4,2,0, N, L, L,18.4056,0.798949,1.87094,145.353,11.3085,0.430133,119.672,0,-0.208628,1.40801,113.094,-0.498893,0.467719,15.7294,9.82364
David Warner, Mohammad Amir, 2017-01-03T12:51:19,1,4,3,0, N, L, L,18.396,0.885004,1.85343,146.724,11.5419,0.538338,120.357,0,0.0518529,1.41081,114.334,0.0906541,0.760018,16.0404,9.37731
David Warner, Mohammad Amir, 2017-01-03T12:51:59,1,4,4,1, N, L, L,18.4499,0.763851,1.87926,140.7,7.92364,0.35214,122.288,0,0.0749457,0.972336,107.763,-0.0862292,0.625888,11.7729,8.73232
Matt Renshaw, Mohammad Amir, 2017-01-03T12:52:40,1,4,5,0, N, L, L,18.485,0.745628,1.87133,140.023,9.60394,0.587575,114.034,0,0.704323,1.28509,111.42,1.20268,0.998188,13.2713,9.79254
Matt Renshaw, Mohammad Amir, 2017-01-03T12:53:21,1,4,6,0, N, L, L,18.5871,0.624888,1.92149,140.897,5.4646,0.247345,121.76,0,0.116152,0.631903,110.979,0.560579,-0.554261,10.6108,7.52711
David Warner, Imran Khan, 2017-01-03T12:54:15,1,5,1,4, N, L, R,18.3157,-0.727323,1.96049,132.591,4.51698,0.459192,115.994,0,0.86675,0.599946,107.47,-0.178041,0.811565,10.6344,8.28798
David Warner, Imran Khan, 2017-01-03T12:55:12,1,5,2,0, N, L, R,18.3058,-0.738126,1.95108,136.638,7.49604,-0.0979204,118.448,0,0.305563,0.87422,106.647,-0.186626,-0.237388,12.0892,8.36809
David Warner, Imran Khan, 2017-01-03T12:56:14,1,5,3,0, N, L, R,18.44,-0.723198,1.93983,137.453,7.80622,0.136697,117.613,0,0.724701,0.904864,104.185,-0.804056,0.936491,12.2855,8.43972
David Warner, Imran Khan, 2017-01-03T12:57:01,1,5,4,0, N, L, R,18.3744,-0.717442,1.93521,136.027,5.75076,-0.0483544,116.571,0,0.215599,0.614838,106.289,-0.51129,0.200769,11.1248,7.27765
David Warner, Imran Khan, 2017-01-03T12:57:40,1,5,5,4, N, L, R,18.4258,-0.775989,1.9107,135.003,11.6932,-0.471183,104.201,0,0.00738803,1.65133,97.1909,-0.0948728,-0.303258,16.9127,11.5162
David Warner, Imran Khan, 2017-01-03T12:58:31,1,5,6,4, N, L, R,18.3653,-0.73547,1.93236,134.506,7.34223,-0.015302,116.447,0,0.485822,0.890108,103.17,-0.0559529,0.425206,12.0108,8.70363
Matt Renshaw, Mohammad Amir, 2017-01-03T12:59:39,1,6,1,4, N, L, L,18.5873,0.733744,1.92213,141.851,6.35712,0.134095,122.304,0,-0.139203,0.661341,110.406,0.674347,-0.63489,11.0964,7.20287
Matt Renshaw, Mohammad Amir, 2017-01-03T13:00:25,1,6,2,1, N, L, L,18.6594,0.871855,1.89492,140.576,8.44678,0.447622,119.866,0,0.208237,0.887167,111.251,0.786836,-0.059347,12.1109,7.84413
David Warner, Mohammad Amir, 2017-01-03T13:01:08,1,6,3,0, N, L, L,18.5461,0.874101,1.90042,144.728,7.32638,0.441097,125.214,0,0.0779041,0.815766,111.562,-1.12466,0.955725,11.3956,7.85313
David Warner, Mohammad Amir, 2017-01-03T13:01:45,1,6,4,1, N, L, L,18.5614,0.827857,1.94061,124.698,5.23455,0.34532,107.69,0,0.147607,0.728108,98.7352,-0.84,1.45185,11.5047,9.15885
Matt Renshaw, Mohammad Amir, 2017-01-03T13:02:31,1,6,5,0, N, L, L,18.5381,0.697099,1.85552,146.015,11.5068,0.436583,117.34,0,-0.0148148,1.1539,112.143,-0.340923,0.417778,15.8802,8.91297
Matt Renshaw, Mohammad Amir, 2017-01-03T13:03:10,1,6,6,0, N, L, L,18.7231,0.849469,1.93545,141.968,6.67654,0.44293,121.197,0,0.298582,0.83201,108.616,0.718461,-0.0442347,11.3433,8.46371
David Warner, Wahab Riaz, 2017-01-03T13:04:29,1,7,1,0, N, L, L,18.738,0.383847,2.0142,140.256,7.57712,0.298478,117.431,0,0.2091,0.847965,104.825,-0.364769,0.242283,12.2225,8.17397
David Warner, Wahab Riaz, 2017-01-03T13:05:00,1,7,2,1, N, L, L,18.5884,0.320696,2.00333,137.691,8.16895,0.267075,115.66,0,0.256627,0.964758,100.924,-0.0713263,0.554614,12.8779,8.83784
Matt Renshaw, Wahab Riaz, 2017-01-03T13:05:45,1,7,3,0, N, L, L,18.7039,0.315176,1.99785,136.925,9.6589,0.331968,112.292,0,0.273203,1.11595,101.127,-0.390671,-0.121947,14.0357,9.25933
Matt Renshaw, Wahab Riaz, 2017-01-03T13:06:15,1,7,4,0, N, L, L,18.611,0.537449,2.02638,140.479,8.14662,0.599279,116.869,0,0.686107,0.944401,111.988,0.213979,0.104678,12.6493,8.59137
Matt Renshaw, Wahab Riaz, 2017-01-03T13:06:46,1,7,5,0, N, L, L,18.8936,0.486246,1.9709,139.02,7.11753,0.524303,120.991,0,0.452404,0.819756,108.011,-0.996815,0.445872,11.7741,8.0888
Matt Renshaw, Wahab Riaz, 2017-01-03T13:07:18,1,7,6,0, N, L, L,18.5533,0.403133,2.01756,142.162,7.04292,0.440268,121.902,0,0.43656,0.843842,109.416,-0.265408,0.0948728,12.1432,8.33162
David Warner, Mohammad Amir, 2017-01-03T13:08:13,1,8,1,4, N, L, L,18.4162,0.681508,1.85088,141.646,10.1132,0.331447,119.112,0,-0.087105,1.20665,110.766,-0.193827,0.462248,13.8537,9.26095
David Warner, Mohammad Amir, 2017-01-03T13:09:01,1,8,2,0, N, L, L,18.5981,0.759746,1.90302,144.645,11.0032,0.493913,118.973,0,0.302826,1.44261,113.604,0.887573,0.236563,15.1761,10.1232
David Warner, Mohammad Amir, 2017-01-03T13:09:37,1,8,3,0, N, L, L,18.558,0.747432,1.88582,143.342,9.55443,0.409492,121.929,0,0.0918768,1.18209,110.003,0.173589,0.148038,13.1501,9.25276
David Warner, Mohammad Amir, 2017-01-03T13:10:20,1,8,4,4, N, L, L,18.5311,0.765395,1.92239,142.926,7.50119,0.446978,124.561,0,0.249554,0.860242,110.488,0.0989117,0.0839294,11.4954,8.08076
David Warner, Mohammad Amir, 2017-01-03T13:11:10,1,8,5,0, N, L, L,18.6031,0.803074,1.91385,145.752,6.33396,0.505552,128.625,0,0.445305,0.720785,117.242,0.261696,1.11768,10.9096,7.61722
David Warner, Mohammad Amir, 2017-01-03T13:11:54,1,8,6,0, N, L, L,18.4935,0.757911,1.90803,140.799,6.44428,0.32658,123.007,0,0.0596725,0.700317,110.911,0.128204,-0.873125,10.7951,7.47001
Matt Renshaw, Wahab Riaz, 2017-01-03T13:12:44,1,9,1,0, N, L, L,18.6961,0.434281,2.02012,142.017,8.26367,0.537503,121.589,0,0.663012,0.835951,116.839,0.202709,0.189746,12.5135,7.57274
Matt Renshaw, Wahab Riaz, 2017-01-03T13:13:16,1,9,2,0, N, L, L,18.5895,0.418485,2.0046,145.793,7.39673,0.345987,122.247,0,0.27443,0.796319,108.847,-0.253338,0.132704,12.1893,7.74345
Matt Renshaw, Wahab Riaz, 2017-01-03T13:13:52,1,9,3,0, N, L, L,18.4416,0.496375,2.00124,142.735,8.38359,0.582483,124.925,0,0.630051,1.03024,110.956,-0.305187,0.268341,12.7142,8.79899
Matt Renshaw, Wahab Riaz, 2017-01-03T13:14:26,1,9,4,0, N, L, L,18.5062,0.514111,1.9894,140.393,9.82793,0.679206,115.886,0,0.892678,1.12387,112.597,-0.0395647,0.360452,14.1195,9.01766
Matt Renshaw, Wahab Riaz, 2017-01-03T13:14:59,1,9,5,0, N, L, L,18.335,0.44768,1.98585,141.072,8.46355,0.62547,119.271,0,0.858651,1.00956,115.314,0.542486,0,12.8042,8.53937
Matt Renshaw, Wahab Riaz, 2017-01-03T13:15:36,1,9,6,0, N, L, L,18.7099,0.377812,2.02664,149.172,6.08892,0.476436,125.264,0,0.498349,0.875388,115.841,-0.175829,-0.121947,11.3915,9.25958
David Warner, Yasir Shah, 2017-01-03T13:17:50,1,10,1,0, N, L, R,18.5855,-0.612213,1.94088,88.3041,4.17392,-0.211378,74.3136,0,-0.254189,0.651814,68.6499,-2.49387,0.605549,15.2041,11.1664
David Warner, Yasir Shah, 2017-01-03T13:18:11,1,10,2,0, N, L, R,18.9135,-0.650912,1.94109,84.6848,4.5848,-0.16826,69.4467,0,-0.186657,0.753621,62.9662,-2.27193,0.213979,15.5662,12.4804
David Warner, Yasir Shah, 2017-01-03T13:18:31,1,10,3,0, N, L, R,18.6224,-0.681402,1.97208,85.0053,5.67884,-0.0419502,72.7269,0,0.0504585,0.75043,65.2869,-2.2155,0.62244,15.3593,11.1985
David Warner, Yasir Shah, 2017-01-03T13:18:53,1,10,4,1, N, L, R,18.6636,-0.609881,1.97336,84.8654,5.25407,-0.0889139,70.0176,0,-0.0862387,0.781867,62.7942,-2.60579,0.798684,15.5789,12.1669
Matt Renshaw, Yasir Shah, 2017-01-03T13:19:34,1,10,5,1, N, L, R,18.6677,-0.626437,1.93908,86.1692,6.96211,-0.0597345,70.5488,0,-0.068242,0.879421,61.5002,-3.57034,1.41098,15.7009,12.3465
David Warner, Yasir Shah, 2017-01-03T13:20:02,1,10,6,0, N, L, R,18.695,-0.63544,1.99002,85.9885,4.49361,0.250286,68.8895,0,0.437156,0.780367,62.8917,-2.99519,3.48622,15.9282,12.9343
Matt Renshaw, Wahab Riaz, 2017-01-03T13:20:54,1,11,1,0, N, L, L,18.2504,0.466849,1.95272,143.223,7.95835,0.373031,121.759,0,0.273483,0.919477,107.94,-0.346615,0.291412,12.428,8.33272
Matt Renshaw, Wahab Riaz, 2017-01-03T13:21:25,1,11,2,0, N, L, L,18.642,0.484134,2.04796,141.239,7.22099,0.483284,117.488,0,0.455624,0.811457,114.191,-0.278362,0.121947,12.1229,8.09542
Matt Renshaw, Wahab Riaz, 2017-01-03T13:22:10,1,11,3,1, N, L, L,18.3601,0.504364,1.94898,139.956,8.02381,0.340894,121.4,0,0.234391,0.977919,107.334,-0.19881,0.670272,12.3292,8.71093
David Warner, Wahab Riaz, 2017-01-03T13:22:59,1,11,4,0, N, L, L,18.727,0.408381,2.00856,147.822,6.47636,0.353458,124.165,0,0.211496,0.746729,111.628,-1.04941,0.0927874,11.3588,7.80619
David Warner, Wahab Riaz, 2017-01-03T13:23:34,1,11,5,0, N, L, L,18.3725,0.420978,1.92968,141.839,12.3255,0.493712,107.631,0,0.594711,2.10481,102.954,-0.287355,0.131221,18.4837,13.5187
David Warner, Wahab Riaz, 2017-01-03T13:24:09,1,11,6,0, N, L, L,18.51,0.454063,2.0025,144.022,10.7299,0.311483,116.063,0,0.0695824,1.62036,111.4,-0.350545,0.209357,15.4425,11.3426
Matt Renshaw, Yasir Shah, 2017-01-03T13:25:14,1,12,1,0, N, L, R,18.6244,-0.618786,1.93914,85.3938,3.82799,0.215173,70.1079,0,0.327057,0.625023,64.8169,-3.20027,3.22039,15.7821,11.6355
Matt Renshaw, Yasir Shah, 2017-01-03T13:25:35,1,12,2,0, N, L, R,18.8126,-0.714855,1.95476,83.2584,2.99937,0.180749,67.1458,0,0.266545,0.502191,63.017,-3.40898,3.47812,16.8953,11.2615
Matt Renshaw, Yasir Shah, 2017-01-03T13:25:55,1,12,3,0, N, L, R,18.6511,-0.623632,1.95311,83.0874,5.36502,0.0630522,67.7899,0,0.168545,0.781183,60.8891,-3.4216,3.09952,16.355,12.3364
Matt Renshaw, Yasir Shah, 2017-01-03T13:26:16,1,12,4,1, N, L, R,18.8471,-0.640273,1.98195,86.4602,2.61179,0.0057578,70.1697,0,0.00923347,0.534522,66.484,-3.34158,2.17565,16.348,12.7126
David Warner, Yasir Shah, 2017-01-03T13:26:47,1,12,5,2, N, L, R,18.7785,-0.656895,1.91887,87.3109,4.37447,0.0700091,72.8254,0,0.139956,0.623386,66.9922,-2.96432,1.91653,15.764,10.6787
David Warner, Yasir Shah, 2017-01-03T13:27:31,1,12,6,2, N, L, R,18.6366,-0.659343,1.95647,87.399,6.04326,-0.108267,69.7195,0,-0.0561012,0.71721,61.5461,-3.34293,2.57184,15.5208,11.2089
Matt Renshaw, Wahab Riaz, 2017-01-03T13:29:08,1,13,1,0, N, L, L,18.5426,0.407209,1.98847,141.635,7.52748,0.453154,118.872,0,0.407072,0.819414,115.354,-0.527861,-0.117034,11.955,7.86203
Matt Renshaw, Wahab Riaz, 2017-01-03T13:29:41,1,13,2,0, N, L, L,18.6317,0.457746,2.02479,141.784,8.6706,0.506001,120.945,0,0.47931,0.930909,106.129,-0.367973,-0.160713,13.1237,8.18501
Matt Renshaw, Wahab Riaz, 2017-01-03T13:30:14,1,13,3,1, N, L, L,18.3571,0.400982,1.9741,141.354,8.52203,0.563313,122.031,0,0.68643,0.937173,108.085,-0.315899,0.381036,12.9093,8.19723
David Warner, Wahab Riaz, 2017-01-03T13:31:06,1,13,4,4, N, L, L,18.6566,0.408889,2.02892,147.517,11.7404,0.382277,116.615,0,0.254961,1.75189,108.29,-0.339197,-0.11535,17.33,11.5493
David Warner, Wahab Riaz, 2017-01-03T13:31:54,1,13,5,1, N, L, L,18.5788,0.384777,2.00944,142.704,2.41283,0.0551437,121.39,0,-0.0139196,0.385618,116.562,0.137056,-1.15927,9.75791,8.77285
Matt Renshaw, Wahab Riaz, 2017-01-03T13:32:47,1,13,6,0, N, L, L,18.6622,0.426436,2.02745,139.833,8.13914,0.588525,114.216,0,0.799197,0.930118,110.091,0.557429,0.0791294,12.5239,8.48083
David Warner, Imran Khan, 2017-01-03T13:37:10,1,14,1,4, N, L, R,18.3744,-0.679787,1.99469,131.808,5.14447,0.0752283,112.519,0,0.45412,0.588224,103.072,1.02163,-0.144018,11.4886,7.60669
David Warner, Imran Khan, 2017-01-03T13:37:59,1,14,2,0, N, L, R,18.428,-0.741603,1.97536,136.102,6.62606,-0.206776,115.232,0,0.0626568,0.792774,103.478,-0.299361,0.0559529,12.0095,8.33447
David Warner, Imran Khan, 2017-01-03T13:38:37,1,14,3,0, N, L, R,18.436,-0.690902,1.92001,130.64,7.30083,0.153016,109.09,0,0.633508,0.851196,104.402,-0.508219,-0.110143,12.0293,8.52883
David Warner, Imran Khan, 2017-01-03T13:39:16,1,14,4,0, N, L, R,18.4925,-0.805768,1.9713,135.583,6.72429,-0.0671632,116.822,0,0.353296,0.707059,106.043,-0.420114,0.773543,11.8627,7.5529
David Warner, Imran Khan, 2017-01-03T13:39:53,1,14,5,0, N, L, R,18.3275,-0.66618,1.94345,134.86,5.66581,0.0576646,115.421,0,0.440916,0.68346,104.837,0.342641,0.484568,11.3415,8.03756
David Warner, Imran Khan, 2017-01-03T13:40:30,1,14,6,4, N, L, R,18.3267,-0.75166,1.9614,129.55,8.90693,-0.176501,113.004,0,0.353481,1.11326,99.7372,-0.308377,0.427501,13.4292,9.57599
Matt Renshaw, Yasir Shah, 2017-01-03T13:42:12,1,15,1,0, N, L, R,18.8657,-0.570218,1.97947,89.8917,4.77689,0.087195,71.4736,0,0.0535082,0.824431,65.0903,-4.15294,2.04028,15.4856,12.8801
Matt Renshaw, Yasir Shah, 2017-01-03T13:42:31,1,15,2,1, N, L, R,18.6441,-0.6581,1.94896,84.5468,3.92169,0.148537,68.0005,0,0.280128,0.686072,62.4416,-2.34735,2.199,15.7354,12.6069
David Warner, Yasir Shah, 2017-01-03T13:43:12,1,15,3,0, N, L, R,18.7056,-0.581492,1.92773,89.3775,3.60741,0.0840371,76.6898,0,0.109535,0.65493,71.5825,-2.4992,0.73887,15.1919,11.9258
David Warner, Yasir Shah, 2017-01-03T13:43:36,1,15,4,1, N, L, R,18.6733,-0.692473,1.93562,83.5415,5.95761,-0.180025,68.9534,0,-0.246236,0.890831,60.9412,-3.27208,0.640719,15.7603,13.0781
Matt Renshaw, Yasir Shah, 2017-01-03T13:44:09,1,15,5,0, N, L, R,18.6631,-0.573491,1.92053,84.7496,3.88183,0.310932,72.1992,0,0.375449,0.558635,67.144,-2.93438,0.900921,15.4324,10.433
Matt Renshaw, Yasir Shah, 2017-01-03T13:44:28,1,15,6,0, N, L, R,18.6405,-0.663155,1.91939,85.0576,6.26019,0.109431,72.9394,0,0.207507,0.700633,65.2206,-2.72613,0.0989117,15.7404,10.6015
David Warner, Imran Khan, 2017-01-03T13:45:27,1,16,1,4, N, L, R,18.4221,-0.724266,1.97334,130.857,4.39243,0.310166,115.625,0,0.702927,0.530346,107.75,0.320816,1.09718,10.8694,7.46457
David Warner, Imran Khan, 2017-01-03T13:46:31,1,16,2,0, N, L, R,18.618,0.813628,1.95307,138.512,6.16833,0.536491,117.572,0,0.501188,0.673074,105.508,0.395153,1.04661,11.2646,7.58208
David Warner, Imran Khan, 2017-01-03T13:47:08,1,16,3,1, N, L, R,18.3966,0.825305,1.88889,134.594,8.59327,0.420493,114.672,0,0.166428,1.0112,100.687,0.0442347,1.20788,12.9625,8.94435
Matt Renshaw, Imran Khan, 2017-01-03T13:47:49,1,16,4,0, N, L, R,18.2581,-0.84156,1.95437,136.508,5.6417,0.0732575,116.366,0,0.496995,0.63067,106.09,0.285305,-0.263187,11.3007,7.56488
Matt Renshaw, Imran Khan, 2017-01-03T13:48:24,1,16,5,0, N, L, R,18.4651,-0.745541,1.9421,136.84,9.00986,-0.112217,112.006,0,0.504671,1.07229,97.2907,0.0395647,0.0815647,13.3316,9.29607
Matt Renshaw, Imran Khan, 2017-01-03T13:49:02,1,16,6,0, N, L, R,18.4469,-0.73969,1.95129,130.755,8.95169,0.000637047,111.545,0,0.65816,1.08627,105.666,-0.544645,0.553554,13.3603,9.29903
David Warner, Yasir Shah, 2017-01-03T13:49:50,1,17,1,0, N, L, R,18.7201,-0.586518,1.95432,82.826,4.22677,0.191109,68.4885,0,0.224522,0.684071,62.5027,-3.39292,1.50233,16.4058,12.0489
David Warner, Yasir Shah, 2017-01-03T13:50:16,1,17,2,4, N, L, R,18.7505,-0.606248,1.91149,88.6495,2.83903,0.257821,78.6788,0,0.374227,0.462735,74.6023,-1.60815,1.64794,14.7557,10.1368
David Warner, Yasir Shah, 2017-01-03T13:50:57,1,17,3,0, N, L, R,18.6851,-0.561093,1.95337,84.8539,4.44373,0.0569293,68.735,0,-0.0351081,0.686997,62.498,-4.45769,1.53251,15.8231,11.8828
David Warner, Yasir Shah, 2017-01-03T13:51:16,1,17,4,1, N, L, R,18.5898,-0.591936,1.92225,89.8886,5.76056,-0.0573751,77.3499,0,-0.194344,0.790416,69.3077,-3.62904,-0.234068,14.7359,11.099
Matt Renshaw, Yasir Shah, 2017-01-03T13:51:49,1,17,5,1, N, L, R,18.8128,1.21626,1.9674,84.4939,4.92009,0.275973,70.5561,0,-0.283804,0.820577,63.7332,-2.99611,0.740721,15.8339,12.7571
David Warner, Yasir Shah, 2017-01-03T13:52:24,1,17,6,0, N, L, R,18.5651,1.28333,1.94513,85.05,3.75038,0.332408,70.1335,0,-0.0258216,0.673468,64.6164,-2.92663,2.22774,15.8855,12.4494
Matt Renshaw, Imran Khan, 2017-01-03T13:53:17,1,18,1,1, N, L, R,18.4746,-0.867134,1.95954,132.639,8.38254,-0.245579,112.223,0,0.284771,1.09517,98.9473,0.0559529,0.0884693,12.9523,9.74799
David Warner, Imran Khan, 2017-01-03T13:54:03,1,18,2,0, N, L, R,18.3816,0.866874,1.9483,134.468,7.16297,0.443954,112.954,0,0.323166,1.00769,100.521,0.864567,0.625576,12.2539,9.84179
David Warner, Imran Khan, 2017-01-03T13:54:41,1,18,3,1, N, L, R,18.4402,0.802297,1.93385,135.991,9.14822,0.54675,112.221,0,0.323229,0.978305,98.6986,-0.0484566,0.420114,13.56,8.69237
Matt Renshaw, Imran Khan, 2017-01-03T13:55:28,1,18,4,0, N, L, R,18.3077,-0.778996,1.93066,138.896,5.61455,0.143715,117.637,0,0.51972,0.615513,110.1,-0.510524,0.349986,11.2526,7.35723
Matt Renshaw, Imran Khan, 2017-01-03T13:56:07,1,18,5,0, N, L, R,18.394,-0.796,1.93694,137.11,5.88386,-0.0188586,118.276,0,0.409006,0.641127,107.315,0.501631,0.194834,11.346,7.40361
Matt Renshaw, Imran Khan, 2017-01-03T13:56:45,1,18,6,0, N, L, R,18.3225,-0.706479,1.93937,129.484,8.94998,-0.150609,112.968,0,0.386858,1.06466,98.5276,-0.314658,0.696612,13.3874,9.24192
David Warner, Yasir Shah, 2017-01-03T13:57:39,1,19,1,1, N, L, R,18.7028,1.1965,1.97687,86.6603,4.9949,0.38506,68.1208,0,-0.14052,0.824124,61.409,-3.93124,2.56247,15.4631,13.0226
Matt Renshaw, Yasir Shah, 2017-01-03T13:58:07,1,19,2,0, N, L, R,18.7145,1.25147,1.92396,84.6556,4.30105,0.657439,70.3217,0,0.272563,0.607646,63.9569,-3.7161,1.89227,16.1133,10.8355
Matt Renshaw, Yasir Shah, 2017-01-03T13:58:26,1,19,3,0, N, L, R,18.7491,1.28461,1.92604,90.3634,4.4699,0.495668,72.3898,0,-0.0474013,0.755223,65.6327,-4.7321,1.86456,15.3024,12.269
Matt Renshaw, Yasir Shah, 2017-01-03T13:58:46,1,19,4,1, N, L, R,18.6716,1.19609,1.9179,88.2493,5.57549,0.441562,71.5954,0,-0.0572275,0.77388,64.3864,-3.34983,2.96946,15.3748,11.633
David Warner, Yasir Shah, 2017-01-03T13:59:22,1,19,5,0, N, L, R,18.6397,1.24574,1.94737,83.7925,4.65468,0.508963,67.3293,0,0.0606297,0.624908,61.0058,-3.93875,2.81174,16.345,11.1276
David Warner, Yasir Shah, 2017-01-03T13:59:41,1,19,6,0, N, L, R,18.6441,1.22901,1.99039,87.3803,3.07326,0.687837,71.3621,0,0.379912,0.606809,67.0249,-5.54864,3.49844,15.7629,12.6727
