Batsman, Bowler, TimeBowled, Inning, Over, Ball, Runs, Wicket, Bat_hand, bowler_hand, releaseX, releaseY, releaseZ, releaseSpeed, bounceX, bounceY, bounceSpeed, stumpPosX, stumpPosY, stumpPosZ, stumpSpeed, deviation, swing, dropAngle, bounceAngle 
Younus Khan, Nathan Lyon, 2017-01-05T20:44:32,2,93,5,1, N, R, R,18.532,-0.728221,2.16322,86.6865,6.19734,-0.500294,66.0121,0,0.114622,0.992536,58.0674,4.67382,-0.117034,16.5338,14.2369
Yasir Shah, Nathan Lyon, 2017-01-05T20:45:12,2,93,6,0, N, R, R,18.5893,-0.695535,2.19739,88.0427,3.8829,-0.40634,62.6474,0,0.0374691,0.635899,57.365,6.41417,-1.96334,15.8365,12.4835
Younus Khan, Steve O'Keefe , 2017-01-05T20:46:17,2,94,1,0, N, R, L,18.791,-0.878617,2.02105,77.5212,3.7466,0.155602,55.7566,0,0.203331,0.791195,50.4192,-4.68145,2.86935,18.044,15.9283
Younus Khan, Steve O'Keefe , 2017-01-05T20:46:31,2,94,2,0, N, R, L,18.769,-1.20592,2.03612,78.1374,3.38675,-0.172778,64.2957,0,0.140297,0.598519,59.7278,-0.0442347,2.88072,18.2062,12.4472
Younus Khan, Steve O'Keefe , 2017-01-05T20:47:00,2,94,3,0, N, R, L,18.8716,-1.20719,1.97396,83.2759,5.22168,-0.395456,68.3037,0,-0.155758,0.635729,61.2377,-1.65351,1.70766,16.5208,10.9008
Younus Khan, Steve O'Keefe , 2017-01-05T20:47:15,2,94,4,1, N, R, L,18.6988,-1.20867,1.94058,84.2824,5.17536,-0.37302,66.3876,0,-0.267769,0.768772,59.5627,-3.32525,1.85783,15.6904,12.5302
Yasir Shah, Steve O'Keefe , 2017-01-05T20:47:49,2,94,5,0, N, R, L,18.8201,-1.148,1.94803,83.4615,4.76869,-0.0328685,63.8198,0,0.257749,0.840417,57.3666,-2.7285,3.26189,16.359,14.0175
Yasir Shah, Steve O'Keefe , 2017-01-05T20:48:18,2,94,6,0, N, R, L,18.6986,-0.929504,1.99013,83.2154,4.86991,-0.066705,62.8951,0,0.11079,0.714844,56.3934,-3.08667,3.12092,16.413,12.7133
Younus Khan, Nathan Lyon, 2017-01-06T15:08:59,2,95,1,0, N, R, R,18.5959,-0.789229,2.14644,86.2904,3.6231,-0.6653,66.5828,0,-0.485416,0.612867,61.6085,3.69327,-2.572,16.3326,12.084
Younus Khan, Nathan Lyon, 2017-01-06T15:09:19,2,95,2,0, N, R, R,18.8586,-0.723161,2.19965,88.364,2.97637,-0.518264,68.7551,0,-0.352217,0.232371,65.3262,3.00016,-1.02048,16.8936,5.9883
Younus Khan, Nathan Lyon, 2017-01-06T15:09:40,2,95,3,0, N, R, R,18.5692,-0.773816,2.16545,83.6123,3.65688,-0.591951,64.4658,0,-0.417692,0.614767,59.4038,3.27082,-2.40338,17.1289,12.2604
Younus Khan, Nathan Lyon, 2017-01-06T15:10:02,2,95,4,0, N, R, R,18.6279,-0.767909,2.179,84.5196,3.48755,-0.549646,62.9377,0,-0.281545,0.74319,57.8943,4.67994,-2.15867,16.8001,14.7704
Younus Khan, Nathan Lyon, 2017-01-06T15:10:44,2,95,5,1, N, R, R,18.5337,-0.767825,2.14803,84.9518,3.81223,-0.520637,59.0283,0,-0.10056,1.03689,52.8826,6.48277,-2.24768,16.9211,18.7535
Yasir Shah, Nathan Lyon, 2017-01-06T15:11:24,2,95,6,0, N, R, R,18.5607,-0.753128,2.19901,86.3351,3.8689,-0.503856,60.7855,0,-0.144791,0.833946,55.0941,6.15899,-3.50961,16.5831,15.6352
Younus Khan, Mitchell Starc, 2017-01-06T15:12:40,2,96,1,0, N, R, L,18.9624,0.174755,2.01476,142.166,3.16502,-0.475688,120.015,0,-0.60434,0.403607,113.942,0.789567,-1.44198,9.58476,7.36932
Younus Khan, Mitchell Starc, 2017-01-06T15:13:20,2,96,2,4, N, R, L,18.5482,0.218387,2.00426,142.436,0.503964,-0.581846,107.058,0,-0.61178,0.112311,106.122,0,-1.63183,8.78078,8.72147
Younus Khan, Mitchell Starc, 2017-01-06T15:14:02,2,96,3,0, N, R, L,18.9553,0.265778,1.9887,149.528,4.64414,0.0137176,125.857,0,-0.133126,0.510943,116.665,-0.510907,-0.547869,10.4505,6.87599
Younus Khan, Mitchell Starc, 2017-01-06T15:14:42,2,96,4,1, N, R, L,18.708,0.276842,1.97235,150.343,6.43065,-0.0891793,127.687,0,-0.358075,0.663387,115.845,-0.207479,-0.912145,11.1365,7.02502
Yasir Shah, Mitchell Starc, 2017-01-06T15:15:42,2,96,5,0, N, R, L,18.3642,-1.43673,1.9453,149.085,3.50954,-0.73303,131.532,0,-0.640769,0.372127,126.267,-0.213979,-1.89785,9.49349,6.14622
Yasir Shah, Mitchell Starc, 2017-01-06T15:16:25,2,96,6,0, N, R, L,18.8106,-1.41857,1.97557,158.842,3.29866,-0.615898,129.29,0,-0.504338,0.473166,123.006,-0.295414,-1.35812,9.88838,8.20602
Younus Khan, Nathan Lyon, 2017-01-06T15:17:18,2,97,1,0, N, R, R,18.5661,-0.757728,2.13517,84.9616,5.67749,-0.27434,64.7331,0,0.350744,0.83178,57.3952,4.90109,-1.50363,16.9369,13.1986
Younus Khan, Nathan Lyon, 2017-01-06T15:17:40,2,97,2,0, N, R, R,18.5887,-0.728256,2.12833,85.8946,3.88128,-0.521419,61.7342,0,-0.208311,0.693642,56.2952,5.10158,-2.51832,17.2034,13.4303
Younus Khan, Nathan Lyon, 2017-01-06T15:18:04,2,97,3,0, N, R, R,18.5107,-0.737917,2.17849,83.3055,3.60108,-0.537807,60.0074,0,-0.225662,0.754431,55.002,6.04488,-3.60891,17.6728,14.9866
Younus Khan, Nathan Lyon, 2017-01-06T15:18:23,2,97,4,1, N, R, R,18.4589,-0.760661,2.13522,86.7722,5.04029,-0.202704,68.5577,0,0.341162,0.720596,61.7175,3.87141,-0.184517,16.1906,11.8328
Yasir Shah, Nathan Lyon, 2017-01-06T15:18:54,2,97,5,0, N, R, R,18.629,-0.828396,2.15772,87.8099,5.16838,-0.475635,63.2336,0,0.103739,0.824804,56.5227,5.89109,-1.93795,16.2927,13.5918
Yasir Shah, Nathan Lyon, 2017-01-06T15:19:15,2,97,6,0, N, R, R,18.6779,-0.802259,2.15859,86.4392,4.44978,-0.558515,59.8964,0,-0.225249,0.769569,53.6597,4.62601,-2.56422,16.4819,14.1135
Younus Khan, Mitchell Starc, 2017-01-06T15:20:20,2,98,1,0, N, R, L,18.7787,0.292376,1.96418,155.085,7.22848,0.139076,129.728,0,0.061603,0.863748,115.427,0.178041,-0.0656106,11.4601,8.14314
Younus Khan, Mitchell Starc, 2017-01-06T15:21:06,2,98,2,0, N, R, L,18.8905,0.351129,1.98218,156.379,4.73939,-0.199309,126.09,0,-0.376543,0.603808,116.693,0.213979,-0.240663,10.3539,7.91193
Younus Khan, Mitchell Starc, 2017-01-06T15:21:45,2,98,3,0, N, R, L,18.4838,0.357333,1.95059,148.641,6.64319,0.156685,124.069,0,0.0289905,0.68405,112.867,-0.142653,0,11.2686,7.12135
Younus Khan, Mitchell Starc, 2017-01-06T15:22:26,2,98,4,1, N, R, L,18.4632,0.272059,1.95579,146.802,4.36073,-0.0969765,126.828,0,-0.174873,0.477444,117.705,0.51851,-0.0839294,9.47653,6.77256
Yasir Shah, Mitchell Starc, 2017-01-06T15:23:18,2,98,5,0, N, R, L,18.7368,-1.31795,1.96289,153.524,5.18428,-0.266036,130.259,0,0.0560668,0.506927,119.982,-1.05592,0.325057,10.5172,6.24043
Yasir Shah, Mitchell Starc, 2017-01-06T15:23:58,2,98,6,0, N, R, L,18.5873,-1.17374,1.96324,150.499,3.26536,-0.334833,118.27,0,-0.207297,0.295563,112.125,-0.603607,-0.553908,9.51865,5.3521
Younus Khan, Nathan Lyon, 2017-01-06T15:24:52,2,99,1,0, N, R, R,18.6524,-0.670842,2.11042,90.9485,4.97986,-0.297613,71.6602,0,-0.0214833,0.774682,63.9066,2.78361,-2.26348,15.6891,12.0941
Younus Khan, Nathan Lyon, 2017-01-06T15:25:15,2,99,2,0, N, R, R,18.7234,-0.764445,2.17996,85.5655,4.47788,-0.499116,59.0978,0,-0.169046,0.721507,53.1649,5.11646,-3.79013,17.068,13.5743
Younus Khan, Nathan Lyon, 2017-01-06T15:25:35,2,99,3,2, N, R, R,18.7134,-0.792124,2.18167,89.0897,5.03014,-0.301738,69.6716,0,0.141462,0.810912,62.6203,2.79862,0.356083,16.1601,12.6564
Younus Khan, Nathan Lyon, 2017-01-06T15:26:03,2,99,4,0, N, R, R,18.5269,-0.739759,2.16508,87.4428,5.43947,-0.515243,70.8512,0,-0.255144,0.702713,63.5505,3.0209,-2.44865,16.2714,11.1267
Younus Khan, Nathan Lyon, 2017-01-06T15:26:34,2,99,5,6, N, R, R,18.594,-0.801703,2.13434,88.0589,5.38542,-0.406379,66.9337,0,0.125812,0.953533,59.001,5.10177,-2.27219,15.9986,14.269
Younus Khan, Nathan Lyon, 2017-01-06T15:27:18,2,99,6,1, N, R, R,18.6659,-0.779134,2.06622,93.8923,3.43903,-0.206844,77.3941,0,-0.0162784,0.582131,72.1254,1.82628,-1.57284,14.0659,11.1042
Younus Khan, Mitchell Starc, 2017-01-06T15:28:25,2,100,1,0, N, R, L,18.7708,0.452939,1.96597,149.673,4.10708,-0.0121563,124.705,0,-0.0788299,0.43255,116.57,0.472712,0.781596,10.1372,6.47415
Younus Khan, Mitchell Starc, 2017-01-06T15:29:12,2,100,2,0, N, R, L,18.5315,0.319297,1.92887,149.997,9.60751,-0.0924544,124.2,0,-0.538134,1.25211,108.477,-0.0815647,0.123541,13.4962,9.58708
Younus Khan, Mitchell Starc, 2017-01-06T15:29:55,2,100,3,0, N, R, L,18.7056,0.227239,1.92371,152.694,7.69525,-0.157799,129.723,0,-0.337506,0.841721,119.348,0.702208,-0.068528,11.5963,7.739
Younus Khan, Mitchell Starc, 2017-01-06T15:30:41,2,100,4,0, N, R, L,18.3445,0.599644,1.92914,148.031,12.0887,0.358239,117.83,0,0.0040223,1.52039,107.333,0.410216,0.240663,17.7175,10.61
Younus Khan, Mitchell Starc, 2017-01-06T15:31:21,2,100,5,0, N, R, L,18.5016,0.49749,1.94062,148.709,10.7823,0.158247,121.824,0,-0.325935,1.40719,115.474,0,-0.13417,14.8842,9.87355
Younus Khan, Mitchell Starc, 2017-01-06T15:32:00,2,100,6,0, N, R, L,18.5792,0.469942,1.98751,150.376,9.22411,-0.0752681,125.215,0,-0.522495,1.07455,114.66,0.47354,0.167859,13.2001,8.51789
Yasir Shah, Nathan Lyon, 2017-01-06T15:32:56,2,101,1,0, N, R, R,18.5099,-0.751883,2.14273,88.046,3.79312,-0.492277,60.4613,0,-0.0245146,1.00448,54.3438,7.33484,-2.56582,16.1698,18.1866
Yasir Shah, Nathan Lyon, 2017-01-06T15:33:16,2,101,2,0, N, R, R,18.4916,-0.808546,2.12792,85.0632,5.04348,-0.5475,62.8358,0,-0.117694,0.881045,55.9752,5.5229,-3.44458,17.0671,14.3659
Yasir Shah, Nathan Lyon, 2017-01-06T15:33:35,2,101,3,0, N, R, R,18.5837,-0.842616,2.16429,84.4126,5.15778,-0.478345,59.2024,0,0.0916235,1.00372,52.0445,6.29192,-2.98183,17.1393,16.2655
Yasir Shah, Nathan Lyon, 2017-01-06T15:34:00,2,101,4,0, N, R, R,18.5331,-0.778205,2.17953,86.1411,3.80166,-0.425222,77.3362,0,-0.0482488,0.656327,71.7965,5.13954,-1.64592,16.5949,11.6021
Yasir Shah, Nathan Lyon, 2017-01-06T15:34:20,2,101,5,0, N, R, R,18.6127,-0.823631,2.14504,85.3745,5.04042,-0.52871,63.415,0,-0.0973818,0.94309,56.3354,5.10841,-2.84654,16.3496,14.9965
Yasir Shah, Nathan Lyon, 2017-01-06T15:34:42,2,101,6,0, N, R, R,18.5406,-0.772992,2.18089,87.1374,4.95302,-0.230163,70.3749,0,0.219483,0.556904,63.8591,3.46368,-1.09807,16.1677,9.832
Younus Khan, Mitchell Starc, 2017-01-06T15:35:55,2,102,1,0, N, R, L,18.6501,0.348426,1.98895,150.971,7.74097,-0.0718576,126.188,0,-0.371625,0.851399,119.857,-0.034264,-0.034264,11.6185,7.66491
Younus Khan, Mitchell Starc, 2017-01-06T15:36:36,2,102,2,0, N, R, L,18.7188,0.283125,1.94042,150.278,4.36624,0.072463,126.28,0,0.0576896,0.458906,117.824,0.34605,0.571298,9.94166,6.5008
Younus Khan, Mitchell Starc, 2017-01-06T15:37:19,2,102,3,2, N, R, L,18.5068,0.260787,1.94952,148.771,8.73549,0.202934,125.263,0,0.137149,1.12295,108.683,-0.192815,0.191797,12.7385,9.21941
Younus Khan, Mitchell Starc, 2017-01-06T15:38:02,2,102,4,0, N, R, L,18.531,0.348234,1.95591,148.987,10.9521,-0.0812075,119.818,0,-0.660227,1.53578,111.396,0.0989117,0.222936,15.4415,10.9497
Younus Khan, Mitchell Starc, 2017-01-06T15:38:41,2,102,5,4, N, R, L,18.5977,0.295832,1.96607,148.153,8.55331,-0.0749095,125.619,0,-0.442015,1.06016,110.744,-0.452407,0.206534,12.5905,8.84394
Younus Khan, Mitchell Starc, 2017-01-06T15:39:31,2,102,6,0, N, R, L,18.5888,0.249578,1.95958,149.582,5.43065,0.114049,126.758,0,-0.0174019,0.759631,115.767,-0.816852,0.034264,10.0108,8.73086
Yasir Shah, Nathan Lyon, 2017-01-06T15:40:24,2,103,1,0, N, R, R,18.5043,-0.799332,2.13888,85.5052,4.08905,-0.561443,61.0293,0,-0.149474,0.806244,55.1962,6.29012,-2.90158,16.3203,14.7525
Yasir Shah, Nathan Lyon, 2017-01-06T15:40:46,2,103,2,0, N, R, R,18.6104,-0.801401,2.20425,85.615,4.67889,-0.575839,63.6884,0,-0.182659,0.823537,57.4105,5.30984,-2.76534,16.3604,13.9424
Yasir Shah, Nathan Lyon, 2017-01-06T15:41:06,2,103,3,1, N, R, R,18.6589,-0.848277,2.13308,87.2284,5.62504,-0.240399,69.5732,0,0.311473,0.905726,62.3214,2.92041,0.0442347,17.1575,13.2141
Younus Khan, Nathan Lyon, 2017-01-06T15:41:38,2,103,4,0, N, R, R,18.7309,-0.752654,2.14856,90.3431,3.49627,-0.747369,65.0088,0,-0.611072,0.716599,59.9951,3.4091,-2.29029,16.0781,14.0564
Younus Khan, Nathan Lyon, 2017-01-06T15:42:04,2,103,5,0, N, R, R,18.6066,-0.84488,2.15368,89.0406,3.57413,-0.8937,83.3019,0,-1.08661,0.834054,77.6826,-1.13384,-3.43724,15.752,14.4026
Younus Khan, Nathan Lyon, 2017-01-06T15:42:27,2,103,6,0, N, R, R,18.646,-0.784699,2.07643,104.564,5.79413,-0.0444346,85.4212,0,0.324573,0.568807,77.6971,0.400074,-0.102792,14.0709,8.23361
Yasir Shah, Mitchell Starc, 2017-01-06T15:43:45,2,104,1,0, N, R, L,18.432,-1.37775,1.93839,143.839,9.23042,-0.72836,121.709,0,-0.0765129,0.956287,106.625,-0.14537,0.285305,13.2671,8.11055
Yasir Shah, Mitchell Starc, 2017-01-06T15:43:48,2,104,2,0, N, R, L,18.5698,-1.365,1.99653,151.175,10.8645,-0.848031,121.415,0,-0.222857,1.2554,107.613,-0.526376,-0.0279765,15.4474,9.3079
Yasir Shah, Mitchell Starc, 2017-01-06T15:44:25,2,104,3,0, N, R, L,18.7597,-1.36535,1.97849,153.592,5.8579,-0.570154,134.619,0,-0.422939,0.437137,123.136,-1.30821,-1.49135,10.702,5.13594
Yasir Shah, Mitchell Starc, 2017-01-06T15:45:09,2,104,4,0, N, R, L,18.3754,-1.38421,1.97389,151.673,5.63357,-0.66445,126.383,0,-0.498095,0.660124,115.716,-0.56267,-1.87607,10.8658,7.63209
Yasir Shah, Mitchell Starc, 2017-01-06T15:46:39,2,104,5,0, N, R, L,18.6577,-1.39964,1.972,149.833,7.81741,-0.777885,129.601,0,-0.596689,0.906731,114.475,-1.34799,-1.16399,12.0035,8.12183
Yasir Shah, Mitchell Starc, 2017-01-06T15:47:25,2,104,6,0, N, R, L,18.4582,-1.35492,1.96823,149.322,4.01282,-0.668932,129.957,0,-0.611843,0.451851,122.928,-0.744147,-2.21929,10.009,6.7623
Younus Khan, Nathan Lyon, 2017-01-06T15:48:17,2,105,1,0, N, R, R,18.612,-0.820581,2.14385,86.2855,4.37254,-0.687325,60.5187,0,-0.385264,0.825889,54.5472,5.25647,-3.56689,16.528,14.7695
Younus Khan, Nathan Lyon, 2017-01-06T15:48:49,2,105,2,1, N, R, R,18.6923,-0.804131,2.16566,83.1276,3.20795,-0.628326,68.3536,0,-0.669717,0.735217,63.6184,-0.128204,-2.44481,17.0928,14.807
Yasir Shah, Nathan Lyon, 2017-01-06T15:49:27,2,105,3,0, N, R, R,18.55,-0.803086,2.17699,86.0122,4.63529,-0.529605,64.8719,0,-0.188257,0.782534,58.4883,4.38124,-2.52282,16.4654,13.2514
Yasir Shah, Nathan Lyon, 2017-01-06T15:49:53,2,105,4,2, N, R, R,18.6366,-0.842074,2.20516,84.5294,3.75887,-0.631969,59.5235,0,-0.305622,0.785439,54.3513,5.35328,-2.3461,17.203,15.1896
Yasir Shah, Nathan Lyon, 2017-01-06T15:50:28,2,105,5,1, N, R, R,18.5195,-0.799443,2.1269,87.5804,6.17975,-0.542679,69.4577,0,-0.0374245,0.804678,61.3053,3.5052,-0.0484566,16.5902,12.0226
Younus Khan, Nathan Lyon, 2017-01-06T15:50:59,2,105,6,1, N, R, R,18.6538,-0.848507,2.08841,96.8009,5.4603,-0.371947,76.4294,0,-0.154608,0.738974,67.3156,0.987942,-1.50727,14.1805,10.8637
Younus Khan, Josh Hazlewood, 2017-01-06T15:52:29,2,106,1,0, N, R, R,18.6239,-0.686911,2.19749,137.65,7.60943,-0.377202,112.686,0,-0.113116,1.06222,100.205,0.234068,0.275536,13.4234,10.0452
Younus Khan, Josh Hazlewood, 2017-01-06T15:53:06,2,106,2,0, N, R, R,18.7158,-0.690182,2.20098,141.853,6.80508,-0.647812,120.584,0,-0.594091,0.780671,107.954,0.142653,0.191797,12.7394,8.01671
Younus Khan, Josh Hazlewood, 2017-01-06T15:53:43,2,106,3,0, N, R, R,18.6989,-0.732773,2.21181,138.936,6.02483,-0.431638,115.728,0,-0.120974,0.686752,104.06,0.85455,1.39592,12.499,7.84417
Younus Khan, Josh Hazlewood, 2017-01-06T15:54:21,2,106,4,1, N, R, R,18.4955,-0.76091,2.19408,136.583,5.66958,-0.778481,108.944,0,-0.518155,0.783581,97.9401,2.09471,1.19173,11.9135,9.30181
Yasir Shah, Josh Hazlewood, 2017-01-06T15:55:09,2,106,5,0, N, R, R,18.883,-0.718569,2.23065,135.815,7.61284,-0.350009,117.151,0,-0.000512494,0.970437,103.977,0.266144,0.940036,12.9976,9.10432
Yasir Shah, Josh Hazlewood, 2017-01-06T15:55:47,2,106,6,0, N, R, R,18.7158,-0.837449,2.22422,140.281,4.11052,-0.373172,119.365,0,-0.097139,0.513559,111.672,1.32957,1.32323,11.4166,7.64887
Younus Khan, Steve O'Keefe , 2017-01-06T15:57:17,2,107,1,0, N, R, L,18.8989,-1.14009,1.99335,77.9666,4.01374,-0.0752132,58.9969,0,0.0178117,0.729725,53.298,-4.13252,2.66308,17.6595,14.1206
Younus Khan, Steve O'Keefe , 2017-01-06T15:57:34,2,107,2,0, N, R, L,18.7527,-1.22958,1.97684,80.4587,3.86508,-0.101046,58.0807,0,-0.118921,0.847106,52.6116,-5.59044,1.92854,17.0912,16.1351
Younus Khan, Steve O'Keefe , 2017-01-06T15:57:49,2,107,3,1, N, R, L,18.746,-1.23751,1.96032,84.133,3.59765,0.0139505,70.1371,0,0.39663,0.715985,65.0018,-0.255644,3.11414,15.8143,13.3562
Yasir Shah, Steve O'Keefe , 2017-01-06T15:58:24,2,107,4,0, N, R, L,18.6949,-1.18969,1.98436,83.5467,5.16624,-0.267395,67.8785,0,-0.0485194,0.562202,60.8894,-2.52662,2.05042,15.8629,10.1238
Yasir Shah, Steve O'Keefe , 2017-01-06T15:58:41,2,107,5,0, N, R, L,18.7713,-1.16074,1.97899,83.7135,4.8259,-0.139866,66.5065,0,0.0206406,0.69656,59.9104,-3.54072,2.45551,15.9753,11.9629
Yasir Shah, Steve O'Keefe , 2017-01-06T15:58:55,2,107,6,0, N, R, L,18.8012,-1.18023,1.97529,81.0717,4.02157,-0.113122,63.0484,0,-0.0437294,0.641613,57.5208,-4.64579,2.9463,16.4467,12.3923
Younus Khan, Josh Hazlewood, 2017-01-06T15:59:47,2,108,1,0, N, R, R,18.6957,-0.661774,2.19779,137.665,6.46997,-0.435372,116.61,0,-0.321267,0.74331,104.683,-0.190774,0.269069,12.5751,8.00168
Younus Khan, Josh Hazlewood, 2017-01-06T16:00:23,2,108,2,1, N, R, R,18.5757,-0.736447,2.22579,134.299,6.01195,-0.566446,115.415,0,-0.458962,0.760817,105.161,0.296075,-0.0906541,12.1653,8.49222
Yasir Shah, Josh Hazlewood, 2017-01-06T16:01:08,2,108,3,0, N, R, R,18.4185,-0.553288,2.22629,135.427,4.55014,-0.21583,117.853,0,-0.00741858,0.562778,108.793,1.0306,0.383595,11.1366,7.73148
Yasir Shah, Josh Hazlewood, 2017-01-06T16:01:45,2,108,4,0, N, R, R,18.4924,-0.675829,2.17769,139.443,9.88754,-0.331348,108.601,0,0.248727,1.13205,105.123,1.17103,-0.205584,15.2857,9.37019
Yasir Shah, Josh Hazlewood, 2017-01-06T16:02:39,2,108,5,0, N, R, R,18.3421,-0.708657,2.20334,138.594,7.02039,-0.635149,117.422,0,-0.445247,0.95657,114.006,0.799174,0.736748,12.751,9.06683
Yasir Shah, Josh Hazlewood, 2017-01-06T16:03:17,2,108,6,0, N, R, R,18.5972,-0.649253,2.18347,141.168,5.92518,-0.405965,122.016,0,-0.122981,0.624631,111.095,1.00308,1.2116,12.0132,7.11463
Younus Khan, Steve O'Keefe , 2017-01-06T16:04:20,2,109,1,4, N, R, L,18.2069,-1.17679,1.94482,83.1587,5.18657,-0.409519,59.8918,0,-0.502961,0.837317,53.1737,-5.46425,2.05509,16.4221,14.2414
Younus Khan, Steve O'Keefe , 2017-01-06T16:04:54,2,109,2,0, N, R, L,18.6659,-1.1762,1.95259,76.7995,4.56804,-0.0939471,55.1473,0,-0.00435535,0.827495,49.3793,-4.0803,1.58276,17.2499,15.5727
Younus Khan, Steve O'Keefe , 2017-01-06T16:05:15,2,109,3,0, N, R, L,18.7194,-1.21928,1.95025,83.6778,4.44574,-0.188444,64.6625,0,-0.0818522,0.753385,58.5086,-4.10604,2.60744,16.1746,13.154
Younus Khan, Steve O'Keefe , 2017-01-06T16:05:30,2,109,4,1, N, R, L,18.7843,-1.20953,1.96196,82.8756,3.76004,-0.294374,57.3631,0,-0.297555,0.81899,52.0872,-5.3729,3.57884,16.4702,16.0548
Yasir Shah, Steve O'Keefe , 2017-01-06T16:06:06,2,109,5,1, N, R, L,18.7403,-1.18939,1.94017,88.1663,6.01187,-0.0442851,68.969,0,0.211565,0.694767,60.7521,-3.94183,2.40802,15.0814,11.1363
Younus Khan, Steve O'Keefe , 2017-01-06T16:06:34,2,109,6,6, N, R, L,18.8294,-1.1765,1.99922,83.2632,5.10832,-0.430534,65.5785,0,-0.406752,0.796669,58.9684,-3.92356,2.09611,16.1978,12.9756
Yasir Shah, Josh Hazlewood, 2017-01-06T16:07:33,2,110,1,0, Y, R, R,18.5631,-0.629172,2.15776,141.52,5.89628,-0.479917,118.094,0,-0.384898,0.675877,107.757,-0.0395647,0.538867,11.7884,7.75578
Imran Khan, Josh Hazlewood, 2017-01-06T16:09:59,2,110,2,0, N, R, R,18.6176,-0.694733,2.18491,144.058,6.12298,-0.341153,118.899,0,-0.0977053,0.877989,107.007,0.110143,1.04343,12.146,9.43954
Imran Khan, Josh Hazlewood, 2017-01-06T16:10:37,2,110,3,0, Y, R, R,18.3968,-0.69866,2.15212,138.998,3.2622,-0.277412,122.792,0,-0.0854585,0.263216,116.443,0.960015,1.57545,10.6902,4.7344
David Warner, Imran Khan, 2017-01-06T16:20:52,3,0,1,4, N, L, R,18.4414,-0.798764,1.95687,128.404,8.04689,-0.224741,106.652,0,0.17491,0.925491,94.972,0.149353,-0.893943,12.9519,8.9668
David Warner, Imran Khan, 2017-01-06T16:23:15,3,0,2,0, N, L, R,18.3796,-0.755486,1.9672,130.793,6.8798,0.000860876,113.603,0,0.352569,0.689332,101.485,-1.01066,0.337462,11.9851,7.46208
David Warner, Imran Khan, 2017-01-06T16:23:55,3,0,3,0, N, L, R,18.5026,-0.791894,1.96333,130.379,9.18269,-0.333187,115.015,0,-0.0913274,0.845419,102.309,-0.865698,-0.866827,13.8407,7.81245
David Warner, Imran Khan, 2017-01-06T16:24:37,3,0,4,0, N, L, R,18.4296,-0.702187,1.97075,135.2,8.74855,-0.141638,112.161,0,0.148712,0.931221,97.6437,-1.00034,-0.792782,13.1701,8.54192
David Warner, Imran Khan, 2017-01-06T16:25:17,3,0,5,0, N, L, R,18.2975,-0.797922,1.95333,130.972,6.97553,-0.326279,110.938,0,-0.283276,0.823235,100.582,-0.935027,-2.13799,12.0946,8.59376
Usman Khawaja, Imran Khan, 2017-01-06T16:25:59,3,0,6,0, N, L, R,18.2973,-0.838895,1.95527,127.026,6.56848,-0.122256,109.775,0,0.163951,0.803586,99.0852,-0.100871,-1.75457,11.7858,8.67141
David Warner, Yasir Shah, 2017-01-06T16:27:18,3,1,1,1, N, L, R,18.6972,1.21782,1.91247,87.757,3.87074,0.362678,71.4152,0,0.0253335,0.537409,65.9059,-3.08451,2.70957,15.4937,10.2395
Usman Khawaja, Yasir Shah, 2017-01-06T16:27:46,3,1,2,1, N, L, R,18.5779,1.30133,1.94797,83.7683,5.29576,0.514546,64.6733,0,-0.250188,0.788774,57.6571,-5.20959,0.748604,16.4627,12.8797
David Warner, Yasir Shah, 2017-01-06T16:28:19,3,1,3,1, N, L, R,18.5043,1.29436,1.92674,88.3246,4.45881,0.682505,71.6385,0,0.455425,0.732861,65.2378,-1.41458,1.90844,15.1055,12.1658
Usman Khawaja, Yasir Shah, 2017-01-06T16:28:45,3,1,4,0, N, L, R,18.6121,1.30097,1.92838,86.2696,5.16473,0.696365,67.7372,0,0.0896363,0.669772,60.6425,-5.06941,1.83899,15.3866,11.3396
Usman Khawaja, Yasir Shah, 2017-01-06T16:29:03,3,1,5,0, N, L, R,18.6085,1.23998,1.92175,84.4384,4.69342,0.568428,64.5598,0,-0.124491,0.719926,58.1572,-6.56591,1.79177,15.9695,12.4985
Usman Khawaja, Yasir Shah, 2017-01-06T16:29:34,3,1,6,0, N, L, R,18.7154,1.27105,1.9429,86.0901,5.60627,0.868811,73.8897,0,0.566005,0.64886,66.7381,-2.26304,1.83141,14.9619,10.1689
David Warner, Imran Khan, 2017-01-06T16:30:30,3,2,1,0, N, L, R,18.3558,-0.789848,1.95917,135.139,5.44006,-0.197298,115.482,0,-0.0962495,0.59149,105.929,-0.888454,-1.30491,11.1871,7.29946
David Warner, Imran Khan, 2017-01-06T16:32:13,3,2,2,0, N, L, R,18.3895,-0.850328,1.94073,137.975,8.80182,-0.380542,116.837,0,-0.10708,0.990336,101.861,-0.860483,-0.318367,13.0419,8.65331
Usman Khawaja, Imran Khan, 2017-01-06T16:33:01,3,2,3,0, N, L, R,18.3277,-0.808035,1.90939,135.388,6.51633,-0.0816065,116.242,0,0.293976,0.662832,104.439,-0.546439,0.61992,11.6135,7.29085
Usman Khawaja, Imran Khan, 2017-01-06T16:33:47,3,2,4,0, N, L, R,18.5767,-0.763404,1.95315,140.05,5.70953,0.122016,119.147,0,0.536107,0.635327,109.355,-0.0969133,0.578446,11.2136,7.45969
